prestashop_product_id,shobi_code,inspired_by,original_brand,original_perfume,identity_status,fragrantica_status,fragrantica_id,fragrantica_url,evidence_note
4113,2384-MAN,FRENCH RIVIERA - MANCERA,Mancera,French Riviera,CONFIRMED,FOUND,74636,https://www.fragrantica.com/perfume/Mancera/French-Riviera-74636.html,"Nome coincidente dopo normalizzazione di accenti e punteggiatura; marchio coerente con il codice Shobi MAN. Associazione del codice desunta dalle altre righe del catalogo, Non verificata online per questa riga. | Sources: https://leparfum.com.gr/en/elegants-fragrances/2384-man-el | https://www.parfumo.com/Perfumes/Mancera/french-riviera"
4112,2379-CAR,GOOD GIRL BLUSH ELIXIR,Carolina Herrera,Good Girl Blush Elixir Eau de Parfum,CONFIRMED,FOUND,88937,https://www.fragrantica.com/perfume/Carolina-Herrera/Good-Girl-Blush-Elixir-Eau-de-Parfum-88937.html,"Nome coincidente dopo normalizzazione di accenti e punteggiatura; marchio coerente con il codice Shobi CAR. Associazione del codice desunta dalle altre righe del catalogo, Non verificata online per questa riga. | Sources: https://leparfum.com.gr/en/fragrances-for-women/2379-car-wp | https://www.parfumo.com/Perfumes/Carolina_Herrera/good-girl-blush-elixir"
4111,2377-VICT,VANILLA LACE - VICTORIA'S SECRET,Victoria s Secret,Vanilla Lace,CONFIRMED,FOUND,13033,https://www.fragrantica.com/perfume/Victoria-s-Secret/Vanilla-Lace-13033.html,"Nome coincidente dopo normalizzazione di accenti e punteggiatura; marchio coerente con il codice Shobi VICT. Associazione del codice desunta dalle altre righe del catalogo, Non verificata online per questa riga. | Sources: https://leparfum.com.gr/en/fragrances-for-women/2377-vict-wp | https://www.parfumo.com/Perfumes/Victoria_s_Secret/Vanilla_Lace_Eau_de_Toilette"
4110,2376-TMU,A*MEN ULTRA ZEST,Mugler,A Men Ultra Zest,CONFIRMED,FOUND,29589,https://www.fragrantica.com/perfume/Mugler/A-Men-Ultra-Zest-29589.html,"Nome coincidente dopo normalizzazione di accenti e punteggiatura; marchio coerente con il codice Shobi TMU. Associazione del codice desunta dalle altre righe del catalogo, Non verificata online per questa riga. | Sources: https://leparfum.com.gr/en/fragrances-for-men/2376-tmu-m | https://www.parfumo.com/Perfumes/mugler/AMen_Ultra_Zest"
4109,2378-GOLD,,Goldfield & Banks Australia,Bohemian Lime,CONFIRMED,FOUND,60923,https://www.fragrantica.com/p/60923,Nome ricavato dalla scheda Shobi; marchio corroborato da altre righe dello stesso codice in cui il brand è scritto esplicitamente. | Sources: https://leparfum.com.gr/en/niche-perfumes/2378-gold-ν | https://www.parfumo.com/Perfumes/Goldfield__Banks/bohemian-lime | https://www.parfumo.com/Perfumes/the-dua-brand/artistic-lime | https://www.parfumo.com/Perfumes/Goldfield__Banks/Blue_Cypress | https://www.parfumo.com/Perfumes/Porsche/Porsche_Design_Sport_L_Eau | https://www.parfumo.com/Perfumes/Versace/eros-energy | https://www.parfumo.com/Perfumes/Zara/Blue_Hole
4108,2374-MICA,GN TONIC - MICALLEF,M. Micallef,GNTONIC,CONFIRMED,FOUND,80353,https://www.fragrantica.com/p/80353,Nome ricavato dalla scheda Shobi; marchio corroborato da altre righe dello stesso codice in cui il brand è scritto esplicitamente. | Sources: https://leparfum.com.gr/en/elegants-fragrances/2374-mica-el | https://www.parfumo.com/Perfumes/Martine_Micallef/gntonic-virgin-edition | https://www.parfumo.com/Perfumes/Martine_Micallef/gntonic | https://www.parfumo.com/Perfumes/Atkinsons/The_Contemporary_Collection__Mint__Tonic | https://www.parfumo.com/Perfumes/Bon_Parfumeur/004-gin-cologne-004-gin-mandarine-musc | https://www.parfumo.com/Perfumes/Martine_Micallef/gourmet | https://www.parfumo.com/Perfumes/Martine_Micallef/ma-nature
4107,2340-BON,NEW YORK OUD - BOND,Bond No 9,New York Oud,CONFIRMED,FOUND,11234,https://www.fragrantica.com/perfume/Bond-No-9/New-York-Oud-11234.html,"Nome coincidente dopo normalizzazione di accenti e punteggiatura; marchio coerente con il codice Shobi BON. Associazione del codice desunta dalle altre righe del catalogo, Non verificata online per questa riga. | Sources: https://leparfum.com.gr/en/niche-perfumes/2340-bon-ν | https://www.parfumo.com/Perfumes/Bond_No_9/New_York_Oud"
4106,2333-XER,Mefisto,Xerjoff,Mefisto,CONFIRMED,FOUND,6310,https://www.fragrantica.com/perfume/Xerjoff/Mefisto-6310.html,Nome ricavato dalla scheda Shobi; marchio corroborato da più match già confermati con lo stesso codice-marchio. | Sources: https://leparfum.com.gr/en/niche-perfumes/2333-xer-n | https://www.parfumo.com/Perfumes/casamorati/mefisto | https://www.parfumo.com/Perfumes/casamorati/mefisto-gentiluomo | https://www.parfumo.com/Perfumes/Xerjoff/Casamorati__Mefisto_Gentiluomo | https://www.parfumo.com/Perfumes/Xerjoff/homme | https://www.parfumo.com/Perfumes/Xerjoff/more-than-words | https://www.parfumo.com/Perfumes/Xerjoff/Hermetic
4105,2334-ROJ,,Roja Parfums,Manhattan,CONFIRMED,FOUND,69553,https://www.fragrantica.com/p/69553,Nome ricavato dalla scheda Shobi; marchio corroborato da altre righe dello stesso codice in cui il brand è scritto esplicitamente. | Sources: https://leparfum.com.gr/en/niche-perfumes/2334-roj-ν | https://www.parfumo.com/Perfumes/Roja_Parfums/manhattan-eau-de-parfum | https://www.parfumo.com/Perfumes/Roja_Parfums/manhattan-parfum | https://www.parfumo.com/Perfumes/Roja_Parfums/manhattan-hair-perfume | https://www.parfumo.com/Perfumes/Roja_Parfums/roja-dove-perfumery | https://www.parfumo.com/Perfumes/Roja_Parfums/roja | https://www.parfumo.com/Perfumes/Roja_Parfums/roja-dove-haute-parfumerie-2024
4104,2335-BOA,Rose Sapphire,Boadicea the Victorious,Rose Sapphire,CONFIRMED,FOUND,42568,https://www.fragrantica.com/perfume/Boadicea-the-Victorious/Rose-Sapphire-42568.html,"Nome coincidente dopo normalizzazione di accenti e punteggiatura; marchio coerente con il codice Shobi BOA. Associazione del codice desunta dalle altre righe del catalogo, Non verificata online per questa riga. | Sources: https://leparfum.com.gr/en/niche-perfumes/2335-boa-ν | https://www.parfumo.com/Perfumes/Boadicea_the_Victorious/Rose_Sapphire"
4103,2336-THAM,CARVED OUD - THAMEEN,Thameen,Carved Oud,CONFIRMED,FOUND,49688,https://www.fragrantica.com/p/49688,Match confermato con verifica web mirata sul prodotto/brand. | Sources: https://leparfum.com.gr/en/niche-perfumes/2336-tham-n | https://thameenfragrance.com/products/carved-oud-100ml-extrait-de-parfum
4102,2347-AMG,Portrayal Man,Amouage,Portrayal Man,CONFIRMED,FOUND,54460,https://www.fragrantica.com/perfume/Amouage/Portrayal-Man-54460.html,"Nome coincidente dopo normalizzazione di accenti e punteggiatura; marchio coerente con il codice Shobi AMG. Associazione del codice desunta dalle altre righe del catalogo, Non verificata online per questa riga. | Sources: https://leparfum.com.gr/en/niche-perfumes/2347-amg-ν | https://www.parfumo.com/Perfumes/Amouage/Portrayal_Man"
4101,2367-DIP,OYEDO EDT,Diptyque,Oyedo Eau de Toilette,CONFIRMED,FOUND,3958,https://www.fragrantica.com/perfume/Diptyque/Oyedo-Eau-de-Toilette-3958.html,"Match approvato nella revisione completa: nome/variante coerenti con la scheda Parfumo già presente nelle fonti e marchio coerente con il codice Shobi, ricavato da più abbinamenti già confermati dello stesso codice-marchio. | Sources: https://leparfum.com.gr/en/niche-perfumes/2367-dip-ν | https://www.parfumo.com/Perfumes/Diptyque/Oyedo | https://www.parfumo.com/Perfumes/Diptyque/orpheon-eau-de-toilette | https://www.parfumo.com/Perfumes/Diptyque/Eau_Duelle | https://www.parfumo.com/Perfumes/Diptyque/fleur-de-peau-eau-de-toilette | https://www.parfumo.com/Perfumes/Diptyque/Eau_des_Sens | https://www.parfumo.com/Perfumes/Diptyque/ilio-eau-de-toilette"
4100,2370-VIC,FLOWERBOMB TIGER LILY,Viktor Rolf,Flowerbomb Tiger Lily,CONFIRMED,FOUND,88986,https://www.fragrantica.com/perfume/Viktor-Rolf/Flowerbomb-Tiger-Lily-88986.html,"Nome coincidente dopo normalizzazione di accenti e punteggiatura; marchio coerente con il codice Shobi VIC. Associazione del codice desunta dalle altre righe del catalogo, Non verificata online per questa riga. | Sources: https://leparfum.com.gr/en/fragrances-for-women/2370-vic-w | https://www.parfumo.com/Perfumes/Viktor_Rolf/flowerbomb-tiger-lily"
4099,2363-VER,SANTAL BOISE,Versace,Santal Boise,CONFIRMED,FOUND,57700,https://www.fragrantica.com/perfume/Versace/Santal-Boise-57700.html,"Nome coincidente dopo normalizzazione di accenti e punteggiatura; marchio coerente con il codice Shobi VER. Associazione del codice desunta dalle altre righe del catalogo, Non verificata online per questa riga. | Sources: https://leparfum.com.gr/en/fragrances-for-women/2363-ver-w | https://www.parfumo.com/Perfumes/Versace/santal-boise"
4098,2362-VER,IRIS D'ELITE,Versace,Iris d Elite,CONFIRMED,FOUND,70885,https://www.fragrantica.com/perfume/Versace/Iris-d-Elite-70885.html,"Nome coincidente dopo normalizzazione di accenti e punteggiatura; marchio coerente con il codice Shobi VER. Associazione del codice desunta dalle altre righe del catalogo, Non verificata online per questa riga. | Sources: https://leparfum.com.gr/en/fragrances-for-women/2362-ver-w | https://www.parfumo.com/Perfumes/Versace/iris-d-elite"
4097,2371-MATIE,,Matiere Premiere,Vanilla Powder,CONFIRMED,FOUND,84933,https://www.fragrantica.com/p/84933,Match confermato tramite tabella Dupescan Shobi→originale con codice Shobi esatto. | Sources: https://leparfum.com.gr/en/elegants-fragrances/vanilla-powder-matiere-premiere-inspired-perfume | https://www.parfumo.com/Perfumes/matiere-premiere/vanilla-powder-extrait-de-parfum | https://www.parfumo.com/Perfumes/matiere-premiere/vanilla-powder-eau-de-parfum-1 | https://www.parfumo.com/Perfumes/Noeme/vanille-de-sambava | https://www.parfumo.com/Perfumes/matiere-premiere/vanilla-powder-hair-perfume | https://www.parfumo.com/Perfumes/matiere-premiere/encens-suave-extrait-de-parfum | https://www.parfumo.com/Perfumes/premiere-peau/albatresepia | https://dupescan.it/brand-dupe/shobi-perfumery/
4096,2366-DIP,TAM DAO EDT,Diptyque,Tam Dao Eau de Toilette,CONFIRMED,FOUND,3956,https://www.fragrantica.com/perfume/Diptyque/Tam-Dao-Eau-de-Toilette-3956.html,Nome ricavato dalla scheda Shobi; marchio corroborato da almeno 5 match già confermati con lo stesso codice-marchio. | Sources: https://leparfum.com.gr/en/niche-perfumes/2366-dip-n | https://www.parfumo.com/Perfumes/Diptyque/Tam_Dao_Eau_de_Parfum | https://www.parfumo.com/Perfumes/Diptyque/Tam_Dao | https://www.parfumo.com/Perfumes/Diptyque/Tam_Dao_Limited_Edition_2019 | https://www.parfumo.com/Perfumes/Diptyque/orpheon-eau-de-toilette | https://www.parfumo.com/Perfumes/Diptyque/l-eau-papier-eau-de-toilette | https://www.parfumo.com/Perfumes/Diptyque/l-eau-papier
4095,2365-DIP,L'EAU PAPIER,Diptyque,L'Eau Papier,CONFIRMED,FOUND,78658,https://www.fragrantica.com/p/78658,"Nome e marchio corrispondenti dopo rimozione delle etichette di collezione e concentrazione. Unica scheda principale compatibile fra i candidati disponibili; confronto testuale, non verifica olfattiva. | Sources: https://leparfum.com.gr/en/niche-perfumes/2365-dip-n | https://www.parfumo.com/Perfumes/Diptyque/l-eau-papier-eau-de-toilette"
4094,2339-KIL,GOOD GIRL GONE BAD EAU FRAICHE - KILIAN,By Kilian,Good Girl Gone Bad Eau Fraiche,CONFIRMED,FOUND,59813,https://www.fragrantica.com/perfume/By-Kilian/Good-Girl-Gone-Bad-Eau-Fraiche-59813.html,"Nome coincidente dopo normalizzazione di accenti e punteggiatura; marchio coerente con il codice Shobi KIL. Associazione del codice desunta dalle altre righe del catalogo, Non verificata online per questa riga. | Sources: https://leparfum.com.gr/en/elegants-fragrances/2339-kil-el | https://www.parfumo.com/Perfumes/Kilian/good-girl-gone-bad-eau-fraiche"
4093,2368-ESC,NECTAR DE COSTA RICA - ESCADA,Escada,Nectar de Costa Rica,CONFIRMED,FOUND,88837,https://www.fragrantica.com/p/88837,"Nome coincidente dopo normalizzazione di accenti e punteggiatura; marchio coerente con il codice Shobi ESC. Associazione del codice desunta dalle altre righe del catalogo, Non verificata online per questa riga. | Sources: https://leparfum.com.gr/en/fragrances-for-women/2368-esc-wp | https://www.parfumo.com/Perfumes/Escada/nectar-de-costa-rica"
4092,2364-PEN,VAARA,Penhaligon s,Vaara,CONFIRMED,FOUND,18719,https://www.fragrantica.com/perfume/Penhaligon-s/Vaara-18719.html,"Nome coincidente dopo normalizzazione di accenti e punteggiatura; marchio coerente con il codice Shobi PEN. Associazione del codice desunta dalle altre righe del catalogo, Non verificata online per questa riga. | Sources: https://leparfum.com.gr/en/niche-perfumes/2364-pen-n | https://www.parfumo.com/Perfumes/Penhaligons/Vaara"
4091,2369-MAN,AMORE CAFFE - MANCERA,Mancera,Amore Caffe,CONFIRMED,FOUND,87409,https://www.fragrantica.com/perfume/Mancera/Amore-Caffe-87409.html,"Nome coincidente dopo normalizzazione di accenti e punteggiatura; marchio coerente con il codice Shobi MAN. Associazione del codice desunta dalle altre righe del catalogo, Non verificata online per questa riga. | Sources: https://leparfum.com.gr/en/elegants-fragrances/2369-man-el | https://www.parfumo.com/Perfumes/Mancera/amore-caffe"
4090,1481-EON,,Eon Productions,James Bond 007,CONFIRMED,FOUND,15944,https://www.fragrantica.com/p/15944,"RIESAME INDIVIDUALE 2026-09-04: La descrizione Shobi specifica James Bond 007 di EON Productions e il genere uomo; la scheda prodotto conferma Eau de Toilette, distinta dalle versioni femminili. | Sources: https://leparfum.com.gr/en/fragrances-for-men/james-bond-007-eon-productions-inspired | https://www.parfumo.com/Perfumes/James_Bond_007/James_Bond_007_Eau_de_Toilette | https://www.parfumo.com/Perfumes/James_Bond_007/James_Bond_007_Cologne | https://www.parfumo.com/Perfumes/James_Bond_007/Ocean_Royale_Eau_de_Toilette | https://www.parfumo.com/Perfumes/Aeon_Perfume/Aeon_001 | https://www.parfumo.com/Perfumes/James_Bond_007/James_Bond_007_After_Shave | https://www.parfumo.com/Perfumes/James_Bond_007/Seven_Eau_de_Toilette | https://www.notino.fr/james-bond-007/james-bond-007-eau-de-toilette-pour-homme/ | https://www.parfumo.com/Perfumes/James_Bond/James_Bond_007"
4089,2088-YZLO,Y LE PARFUM,Yves Saint Laurent,Y Le Parfum,CONFIRMED,FOUND,64718,https://www.fragrantica.com/perfume/Yves-Saint-Laurent/Y-Le-Parfum-64718.html,Nome ricavato dalla scheda Shobi; marchio corroborato da almeno 5 match già confermati con lo stesso codice-marchio. | Sources: https://leparfum.com.gr/en/fragrances-for-men/2088-yzlo-m
4088,2062-PAC,ONE MILLION ROYAL,Rabanne,1 Million Royal,CONFIRMED,FOUND,79159,https://www.fragrantica.com/perfume/Rabanne/1-Million-Royal-79159.html,Nome ricavato dalla scheda Shobi; marchio corroborato da almeno 5 match già confermati con lo stesso codice-marchio. | Sources: https://leparfum.com.gr/en/fragrances-for-men/2062-pac-mp | https://www.parfumo.com/Perfumes/Rabanne/1-million-royal | https://www.parfumo.com/Perfumes/Rabanne/1_Million_Eau_de_Toilette | https://www.parfumo.com/Perfumes/Rabanne/1-million-parfum | https://www.parfumo.com/Perfumes/Paco_Rabanne/1-million-parfum | https://www.parfumo.com/Perfumes/Rabanne/1_Million_Cologne | https://www.parfumo.com/Perfumes/Paco_Rabanne/1_Million_Eau_de_Toilette
4087,2356-MARG,LAZY SUNDAY MORNING,Maison Martin Margiela,Lazy Sunday Morning,CONFIRMED,FOUND,20542,https://www.fragrantica.com/perfume/Maison-Martin-Margiela/Lazy-Sunday-Morning-20542.html,"Nome e marchio corrispondenti dopo rimozione delle etichette di collezione e concentrazione. Unica scheda principale compatibile fra i candidati disponibili; confronto testuale, non verifica olfattiva. | Sources: https://leparfum.com.gr/en/niche-perfumes/2356-marg-n | https://www.parfumo.com/Perfumes/Maison_Margiela/lazy-sunday-morning-eau-de-toilette"
4086,2361-ARM,the notes of STRONGER WITH YOU AMBER,Giorgio Armani,Emporio Armani Stronger With You Amber,CONFIRMED,FOUND,79699,https://www.fragrantica.com/perfume/Giorgio-Armani/Emporio-Armani-Stronger-With-You-Amber-79699.html,Nome ricavato dalla scheda Shobi; marchio corroborato da almeno 5 match già confermati con lo stesso codice-marchio. | Sources: https://leparfum.com.gr/en/fragrances-for-men/2361-arm-m | https://www.parfumo.com/Perfumes/Giorgio_Armani/emporio-armani-stronger-with-you-amber | https://www.parfumo.com/Perfumes/Giorgio_Armani/emporio-armani-stronger-with-you-parfum | https://www.parfumo.com/Perfumes/Giorgio_Armani/Emporio_Armani_Stronger_With_You | https://www.parfumo.com/Perfumes/Giorgio_Armani/emporio-armani-stronger-with-you-only | https://www.parfumo.com/Perfumes/Giorgio_Armani/emporio-armani-stronger-with-you-powerfully | https://www.parfumo.com/Perfumes/Giorgio_Armani/emporio-armani-stronger-with-you-absolutely
4085,2359-XER,Accento,Xerjoff,Accento,CONFIRMED,FOUND,55156,https://www.fragrantica.com/perfume/Xerjoff/Accento-55156.html,"Nome coincidente dopo normalizzazione di accenti e punteggiatura; marchio coerente con il codice Shobi XER. Associazione del codice desunta dalle altre righe del catalogo, Non verificata online per questa riga. | Sources: https://leparfum.com.gr/en/niche-perfumes/2359-xer-n | https://www.parfumo.com/Perfumes/Xerjoff/Accento"
4084,2354-CRD,White Amber,Creed,White Amber,CONFIRMED,FOUND,45599,https://www.fragrantica.com/perfume/Creed/White-Amber-45599.html,"Nome coincidente dopo normalizzazione di accenti e punteggiatura; marchio coerente con il codice Shobi CRD. Associazione del codice desunta dalle altre righe del catalogo, Non verificata online per questa riga. | Sources: https://leparfum.com.gr/en/elegants-fragrances/2354-crd-el | https://www.parfumo.com/Perfumes/Creed/white-amber"
4083,2355-LEL,PATCHOULI 24 - LE LABO,Le Labo,Patchouli 24,CONFIRMED,FOUND,6332,https://www.fragrantica.com/perfume/Le-Labo/Patchouli-24-6332.html,"Nome coincidente dopo normalizzazione di accenti e punteggiatura; marchio coerente con il codice Shobi LEL. Associazione del codice desunta dalle altre righe del catalogo, Non verificata online per questa riga. | Sources: https://leparfum.com.gr/en/niche-perfumes/2355-lel-ν | https://www.parfumo.com/Perfumes/Le_Labo/Patchouli_24_Eau_de_Parfum"
4082,2326-TMFO,AMBER ABSOLUTE,Tom Ford,Amber Absolute,CONFIRMED,FOUND,1821,https://www.fragrantica.com/perfume/Tom-Ford/Amber-Absolute-1821.html,"Nome coincidente dopo normalizzazione di accenti e punteggiatura; marchio coerente con il codice Shobi TMFO. Associazione del codice desunta dalle altre righe del catalogo, Non verificata online per questa riga. | Sources: https://leparfum.com.gr/en/elegants-fragrances/2326-tmfo-el | https://www.parfumo.com/Perfumes/Tom_Ford/Amber_Absolute"
4081,2360-ARM,CODE ABSOLU FEMME,Giorgio Armani,Armani Code Absolu Femme,CONFIRMED,FOUND,54302,https://www.fragrantica.com/perfume/Giorgio-Armani/Armani-Code-Absolu-Femme-54302.html,"Il collegamento Armani_Code_Absolu apre Armani Code Absolu pour Femme: la destinazione femminile richiesta è confermata, benché assente dal nome estratto. | Sources: https://leparfum.com.gr/en/fragrances-for-women/2360-arm-w | https://www.parfumo.com/Perfumes/Giorgio_Armani/Armani_Code_Absolu"
4080,2324-KIL,MUSK OUD - KILIAN,By Kilian,Musk Oud,CONFIRMED,FOUND,18904,https://www.fragrantica.com/perfume/By-Kilian/Musk-Oud-18904.html,"Nome coincidente dopo normalizzazione di accenti e punteggiatura; marchio coerente con il codice Shobi KIL. Associazione del codice desunta dalle altre righe del catalogo, Non verificata online per questa riga. | Sources: https://leparfum.com.gr/en/niche-perfumes/2324-kil-ν | https://www.parfumo.com/Perfumes/Kilian/Musk_Oud"
4038,2357-CRD,Absolu Aven,Creed,Absolu Aventus,CONFIRMED,FOUND,106624,https://www.fragrantica.com/perfume/Creed/Absolu-Aventus-106624.html,Nome ricavato dalla scheda Shobi; marchio corroborato da almeno 5 match già confermati con lo stesso codice-marchio. | Sources: https://leparfum.com.gr/en/elegants-fragrances/2357-crd-el
4037,2358-KAY,THE WEDDING VELVET SANTAL 35 - KAYALI,Kayali Fragrances,The Wedding Velvet Santal 35,CONFIRMED,FOUND,83207,https://www.fragrantica.com/perfume/Kayali-Fragrances/The-Wedding-Velvet-Santal-35-83207.html,"Nome coincidente dopo normalizzazione di accenti e punteggiatura; marchio coerente con il codice Shobi KAY. Associazione del codice desunta dalle altre righe del catalogo, Non verificata online per questa riga. | Sources: https://leparfum.com.gr/en/elegants-fragrances/2358-kay-el | https://www.parfumo.com/Perfumes/Kayali/the-wedding-velvet-santal-35"
4036,2344-LEL,MOUSSE DE CHENE 30 - LE LABO,Le Labo,Mousse de Chene 30 Amsterdam,CONFIRMED,FOUND,46295,https://www.fragrantica.com/perfume/Le-Labo/Mousse-de-Chene-30-Amsterdam-46295.html,Mousse de Chêne 30 di Le Labo: nello slug Chne manca il carattere accentato; numero 30 e marchio coincidono. Confronto: «MOUSSE DE CHENE 30 - LE LABO» / «Mousse De Chne 30» (Le Labo). | Sources: https://leparfum.com.gr/en/niche-perfumes/2344-lel-ν | https://www.parfumo.com/Perfumes/Le_Labo/Mousse_de_Chne_30
4024,2315-RAM,,Ramon Monegal,Flamenco,CONFIRMED,FOUND,44233,https://www.fragrantica.com/p/44233,RIESAME INDIVIDUALE 2026-09-04: La voce Shobi riporta Flamenco senza suffisso; il sito ufficiale separa Eau de Parfum ed Extrait de Parfum. | Sources: https://leparfum.com.gr/en/elegants-fragrances/flamenco-ramon-monegal-inspired-perfume | https://www.parfumo.com/Perfumes/Ramon_Monegal/flamenco-eau-de-parfum | https://www.parfumo.com/Perfumes/Ramon_Monegal/flamenco-extrait-de-parfum | https://www.parfumo.com/Perfumes/Ramon_Monegal/Alhambra_Oud | https://www.parfumo.com/Perfumes/Ramon_Monegal/flamenco-hair-mist | https://www.parfumo.com/Perfumes/Ramon_Monegal/mon-egal | https://www.parfumo.com/Perfumes/Ramon_Monegal/matador | https://ramonmonegal.com/product/flamenco-extrait-de-parfum/ | https://www.parfumo.com/Perfumes/Ramon_Monegal/Flamenco
4023,2316-ATKI,HER MAJESTY THE OUD - ATKINSONS,Atkinsons,Atkinsons Her Majesty The Oud,CONFIRMED,FOUND,38960,https://www.fragrantica.com/perfume/Atkinsons/Atkinsons-Her-Majesty-The-Oud-38960.html,"Nome coincidente dopo normalizzazione di accenti e punteggiatura; marchio coerente con il codice Shobi ATKI. Associazione del codice desunta dalle altre righe del catalogo, Non verificata online per questa riga. | Sources: https://leparfum.com.gr/en/niche-perfumes/2316-atki-ν | https://www.parfumo.com/Perfumes/Atkinsons/her-majesty-the-oud"
4022,2317-TER,ORION - TIZIANA TERENZI,Tiziana Terenzi,Orion,CONFIRMED,FOUND,32170,https://www.fragrantica.com/perfume/Tiziana-Terenzi/Orion-32170.html,Variante resa univoca nel passaggio finale tramite confronto della denominazione Shobi con fonte ufficiale/primaria del marchio. | Sources: https://leparfum.com.gr/en/niche-perfumes/2317-ter-ν | https://tizianaterenzi.com/luna/
4021,2318-NAS,,Nasomatto,Nudiflorum,CONFIRMED,FOUND,49223,https://www.fragrantica.com/perfume/Nasomatto/Nudiflorum-49223.html,"Nome recuperato dalla descrizione originale Shobi: «NUDIFLORUM - NASOMATTO». Nome e marchio corrispondenti dopo rimozione delle etichette di collezione e concentrazione. Unica scheda principale compatibile fra i candidati disponibili; confronto testuale, non verifica olfattiva. | Sources: https://leparfum.com.gr/en/niche-perfumes/2318-nas-ν | https://www.parfumo.com/Perfumes/Nasomatto/Nudiflorum | https://www.parfumo.com/Perfumes/Nasomatto/Nudiflorum_Oil_based_Extrait_de_Parfum | https://www.parfumo.com/Perfumes/Nasomatto/Nuda | https://www.parfumo.com/Perfumes/Nasomatto/Duro | https://www.parfumo.com/Perfumes/Nasomatto/Nuda_Oil_based_Extrait_de_Parfum | https://www.parfumo.com/Perfumes/Ikiry/White_Rabbit"
4016,2352-MOS,TOY BOY - MOSCHINO,Moschino,Toy Boy,CONFIRMED,FOUND,55858,https://www.fragrantica.com/perfume/Moschino/Toy-Boy-55858.html,"Nome coincidente dopo normalizzazione di accenti e punteggiatura; marchio coerente con il codice Shobi MOS. Associazione del codice desunta dalle altre righe del catalogo, Non verificata online per questa riga. | Sources: https://leparfum.com.gr/en/fragrances-for-men/2352-mos-mp | https://www.parfumo.com/Perfumes/Moschino/Toy_Boy"
4015,2319-LTN,the fragrance notes,Louis Vuitton,Orage,CONFIRMED,FOUND,49752,https://www.fragrantica.com/perfume/Louis-Vuitton/Orage-49752.html,"Nome esplicito nell’immagine; descrizione con bergamotto, pompelmo, iris, pepe, patchouli e vetiver coerente. | Sources: https://leparfum.com.gr/en/niche-perfumes/2319-ltn-n | https://leparfum.com.gr/en/niche-perfumes/2319-ltn-n | https://www.parfumo.com/Perfumes/Louis_Vuitton/Orage | https://www.parfumo.com/Perfumes/Louis_Vuitton/Orage"
4014,2332-LTN,the fragrance notes,Louis Vuitton,City Of Stars,CONFIRMED,FOUND,73344,https://www.fragrantica.com/perfume/Louis-Vuitton/City-Of-Stars-73344.html,Nome esplicito nell’immagine; agrumi e fiore di tiaré coerenti con la fragranza Louis Vuitton. | Sources: https://leparfum.com.gr/en/niche-perfumes/2332-ltn-n | https://leparfum.com.gr/en/niche-perfumes/2332-ltn-n | https://www.parfumo.com/Perfumes/Louis_Vuitton/city-of-stars | https://www.parfumo.com/Perfumes/Louis_Vuitton/city-of-stars
4013,2320-LTN,the fragrance notes,Louis Vuitton,Imagination,CONFIRMED,FOUND,67370,https://www.fragrantica.com/perfume/Louis-Vuitton/Imagination-67370.html,"Nome esplicito nell’immagine; agrumi, neroli, zenzero, cannella, tè nero e ambroxan coerenti. | Sources: https://leparfum.com.gr/en/niche-perfumes/2320-ltn-n | https://leparfum.com.gr/en/niche-perfumes/2320-ltn-n | https://www.parfumo.com/Perfumes/Louis_Vuitton/imagination | https://www.parfumo.com/Perfumes/Louis_Vuitton/imagination"
4012,2321-PARF,NISEAN - PARFUMS DE MARLY,Parfums de Marly,Nisean,CONFIRMED,FOUND,36540,https://www.fragrantica.com/perfume/Parfums-de-Marly/Nisean-36540.html,"Nome coincidente dopo normalizzazione di accenti e punteggiatura; marchio coerente con il codice Shobi PARF. Associazione del codice desunta dalle altre righe del catalogo, Non verificata online per questa riga. | Sources: https://leparfum.com.gr/en/niche-perfumes/2321-parf-ν | https://www.parfumo.com/Perfumes/Parfums_de_Marly/Nisean"
4011,2322-MNT,GOLDEN SAND - MONTALE,Montale,Golden Sand,CONFIRMED,FOUND,31770,https://www.fragrantica.com/perfume/Montale/Golden-Sand-31770.html,"Nome coincidente dopo normalizzazione di accenti e punteggiatura; marchio coerente con il codice Shobi MNT. Associazione del codice desunta dalle altre righe del catalogo, Non verificata online per questa riga. | Sources: https://leparfum.com.gr/en/niche-perfumes/2322-mnt-n-perfume | https://www.parfumo.com/Perfumes/Montale/Golden_Sand"
4010,2323-MICA,VANILLE FLEUR - MICALLEF,M. Micallef,Vanille Fleur,CONFIRMED,FOUND,14896,https://www.fragrantica.com/p/14896,"Nome coincidente dopo normalizzazione di accenti e punteggiatura; marchio coerente con il codice Shobi MICA. Associazione del codice desunta dalle altre righe del catalogo, Non verificata online per questa riga. | Sources: https://leparfum.com.gr/en/elegants-fragrances/2323-mica-el | https://www.parfumo.com/Perfumes/Martine_Micallef/Vanille_Fleur"
