prestashop_product_id,shobi_code,shobi_name,reference,reference_prefix,inspired_by,category,price_from_eur,official_description,url,first_seen,last_seen,status,classification_rule,source,source_row,esito_revisione,livello_verifica,nome_recuperato,search_query_revisionata,nome_abbinato,marchio_abbinato,url_parfumo_abbinato,nome_proposto,marchio_proposto,url_proposto,motivazione_revisione,fonti_revisione,numero_candidati,data_revisione
4178,2444-ARIA,2444-ARIA WP,WP812,WP,CLOUD PINK - ARIANA GRANDE,Fragrances For Women,9.0,"2444-ARIA WP Inspired by the fragrance notes of CLOUD PINK - ARIANA GRANDE. Woman perfume sweet, fruity, musky, tropical, floral, woody, lactonic, powdery, amber.",https://leparfum.com.gr/en/fragrances-for-women/2444-aria-wp,2026-08-20,2026-08-20,ACTIVE,Choose+Bottle+Extra Essence,SHOBI_LIVE_SHOW_ALL,395,match corretto,corrispondenza testuale su candidati originali,,CLOUD PINK - ARIANA GRANDE,Cloud-pink-eau-de-,Ariana Grande,https://www.parfumo.com/Perfumes/Ariana_Grande/cloud-pink-eau-de-parfum,,,,"Nome e marchio corrispondenti dopo rimozione delle etichette di collezione e concentrazione. Unica scheda principale compatibile fra i candidati disponibili; confronto testuale, non verifica olfattiva.",https://leparfum.com.gr/en/fragrances-for-women/2444-aria-wp | https://www.parfumo.com/Perfumes/Ariana_Grande/cloud-pink-eau-de-parfum,2,2026-09-03
4177,2446-XER,2446-XER N,AR435,AR,Torino 23,Niche Perfumes,15.0,"Inspired by the fragrance notes of Torino 23. Unisex perfume white floral, citrus, woody, fresh spicy, musky, tuberose, amber, yellow floral, floral, aromatic.",https://leparfum.com.gr/en/niche-perfumes/2446-xer-n,2026-08-20,2026-08-20,ACTIVE,Choose+Bottle+Extra Essence,SHOBI_LIVE_SHOW_ALL,396,match corretto,verifica mirata delle fonti,,Torino 23,Torino23,Xerjoff,https://www.parfumo.com/Perfumes/Xerjoff/torino23,,,,Nome Torino 23/Torino23 coincidente dopo normalizzazione; marchio Xerjoff coerente con il codice Shobi XER e confermato dalla fonte Parfumo.,https://leparfum.com.gr/en/niche-perfumes/2446-xer-n | https://www.parfumo.com/Perfumes/Xerjoff/torino23,1,2026-09-03
4176,2447-MARC,2447-MARC N,AR434,AR,GANYMEDE EXTRAIT - MARC ANTONIE BARROIS,Niche Perfumes,15.0,"2447-MARC Inspired by the fragrance notes of GANYMEDE EXTRAIT - MARC ANTONIE BARROIS. Unisex perfume warm spicy, herbal, amber, sweet, oud, woody, balsamic, smoky.",https://leparfum.com.gr/en/niche-perfumes/2447-marc-n,2026-08-20,2026-08-20,ACTIVE,Choose+Bottle+Extra Essence,SHOBI_LIVE_SHOW_ALL,397,match corretto,verifica web: Dupescan codice esatto,,GANYMEDE EXTRAIT - MARC ANTONIE BARROIS,Ganymede Extrait,Marc-Antoine Barrois,,,,,Match confermato tramite tabella Dupescan Shobi→originale con codice Shobi esatto.,https://leparfum.com.gr/en/niche-perfumes/2447-marc-n | https://www.parfumo.com/Perfumes/Marc_Antoine_Barrois/ganymede-extrait | https://www.parfumo.com/Perfumes/Marc_Antoine_Barrois/ganymede-eau-de-parfum | https://www.parfumo.com/Perfumes/Marc_Antoine_Barrois/b683-extrait-de-parfum | https://www.parfumo.com/Perfumes/Ormaie/toi-toi-toi-extrait-de-parfum | https://www.parfumo.com/Perfumes/Marc_Antoine_Barrois/aldebaran | https://www.parfumo.com/Perfumes/Marc_Antoine_Barrois/b87-135 | https://dupescan.it/brand-dupe/shobi-perfumery/,8,2026-09-03
4175,2445-CAR,2445-CAR WP,WP811,WP,GOOD GIRL DAZZLING GARDEN,Fragrances For Women,9.0,2445-CAR Inspired by the fragrance notes of GOOD GIRL DAZZLING GARDEN.,https://leparfum.com.gr/en/fragrances-for-women/2445-car-wp,2026-08-20,2026-08-20,ACTIVE,Choose+Bottle+Extra Essence,SHOBI_LIVE_SHOW_ALL,398,match corretto,corrispondenza testuale su candidati originali,,GOOD GIRL DAZZLING GARDEN,Good-girl-dazzling-garden,Carolina Herrera,https://www.parfumo.com/Perfumes/Carolina_Herrera/good-girl-dazzling-garden,,,,"Nome coincidente dopo normalizzazione di accenti e punteggiatura; marchio coerente con il codice Shobi CAR. Associazione del codice desunta dalle altre righe del catalogo, Non verificata online per questa riga.",https://leparfum.com.gr/en/fragrances-for-women/2445-car-wp | https://www.parfumo.com/Perfumes/Carolina_Herrera/good-girl-dazzling-garden,1,2026-09-03
4174,2443-BRB,2443-BRB WP,WP810,WP,BURBERRY HER ELIXIR DE PARFUM,Fragrances For Women,9.0,"2443-BRB WP Inspired by the fragrance notes of BURBERRY HER ELIXIR DE PARFUM. Woman perfume fruity, sweet, vanilla, powdery, amber, woody.",https://leparfum.com.gr/en/fragrances-for-women/2443-brb-wp,2026-08-20,2026-08-20,ACTIVE,Choose+Bottle+Extra Essence,SHOBI_LIVE_SHOW_ALL,399,match corretto,corrispondenza testuale su candidati originali,,BURBERRY HER ELIXIR DE PARFUM,Her-elixir-de-,Burberry,https://www.parfumo.com/Perfumes/Burberry/her-elixir-de-parfum,,,,"Nome coincidente dopo normalizzazione di accenti e punteggiatura; marchio coerente con il codice Shobi BRB. Associazione del codice desunta dalle altre righe del catalogo, Non verificata online per questa riga.",https://leparfum.com.gr/en/fragrances-for-women/2443-brb-wp | https://www.parfumo.com/Perfumes/Burberry/her-elixir-de-parfum,2,2026-09-03
4172,2441-PANTRO,2441-PANTRO Ν,AR433,AR,,Niche Perfumes,15.0,"DOLCE PASSIONE - PANTHEON ROMA Dupe PerfumeUnisex perfume sweet, chocolate, vanilla, warm spicy, fruity, earthy, honey, cacao, animalic.",https://leparfum.com.gr/en/niche-perfumes/2441-pantro-ν,2026-08-20,2026-08-20,ACTIVE,Choose+Bottle+Extra Essence,SHOBI_LIVE_SHOW_ALL,400,match corretto,Shobi + codice marchio corroborato da testo esplicito,DOLCE PASSIONE - PANTHEON ROMA,DOLCE PASSIONE - PANTHEON ROMA,DOLCE PASSIONE - PANTHEON ROMA,Pantheon Roma,,,,,Nome ricavato dalla scheda Shobi; marchio corroborato da altre righe dello stesso codice in cui il brand è scritto esplicitamente.,https://leparfum.com.gr/en/niche-perfumes/2441-pantro-ν | https://www.parfumo.com/Perfumes/Pantheon/Dolce_Passione | https://www.parfumo.com/Perfumes/Pantheon/Trastevere | https://www.parfumo.com/Perfumes/O_Boticario/deleite-chocolatudo | https://www.parfumo.com/Perfumes/Laura_Biagiotti/Roma_Passione | https://www.parfumo.com/Perfumes/Pantheon/o | https://www.parfumo.com/Perfumes/Pantheon/mmxxii,9,2026-09-03
4171,2440-MARC,2440-MARC Ν,AR432,AR,ENCELADE - MARC ANTONIE BARROIS,Niche Perfumes,15.0,2440-MARC Inspired by the fragrance notes of ENCELADE - MARC ANTONIE BARROIS.,https://leparfum.com.gr/en/niche-perfumes/2440-marc-ν,2026-08-20,2026-08-20,ACTIVE,Choose+Bottle+Extra Essence,SHOBI_LIVE_SHOW_ALL,401,match corretto,Shobi + codice marchio corroborato da testo esplicito,,ENCELADE - MARC ANTONIE BARROIS,ENCELADE - MARC ANTONIE BARROIS,Marc-Antoine Barrois,,,,,Nome ricavato dalla scheda Shobi; marchio corroborato da altre righe dello stesso codice in cui il brand è scritto esplicitamente.,https://leparfum.com.gr/en/niche-perfumes/2440-marc-ν | https://www.parfumo.com/Perfumes/Marc_Antoine_Barrois/encelade | https://www.parfumo.com/Perfumes/Marc_Antoine_Barrois/B683 | https://www.parfumo.com/Perfumes/thomas-de-monaco/eau-coeur-2022 | https://www.parfumo.com/Perfumes/Marc_Antoine_Barrois/b87-135 | https://www.parfumo.com/Perfumes/Marc_Antoine_Barrois/b683-extrait-de-parfum | https://www.parfumo.com/Perfumes/Marc_Antoine_Barrois/ganymede-eau-de-parfum,9,2026-09-03
4170,2431-ROJ,2431-ROJ Ν,AR431,AR,,Niche Perfumes,15.0,"MUSK AOUD - ROJA DOVE.Unisex perfume musky, woody, leather, oud, floral, powdery, vanilla, rose, smoky, animalic.",https://leparfum.com.gr/en/niche-perfumes/2431-roj-ν,2026-08-20,2026-08-20,ACTIVE,Choose+Bottle+Extra Essence,SHOBI_LIVE_SHOW_ALL,402,match corretto,Shobi + codice marchio corroborato da testo esplicito,MUSK AOUD - ROJA DOVE,MUSK AOUD - ROJA DOVE,MUSK AOUD - ROJA DOVE,Roja Parfums,,,,,Nome ricavato dalla scheda Shobi; marchio corroborato da altre righe dello stesso codice in cui il brand è scritto esplicitamente.,https://leparfum.com.gr/en/niche-perfumes/2431-roj-ν | https://www.parfumo.com/Perfumes/Roja_Parfums/Musk_Aoud | https://www.parfumo.com/Perfumes/Roja_Parfums/Aoud | https://www.parfumo.com/Perfumes/Roja_Parfums/Musk_Aoud_Absolue_Precieux | https://www.parfumo.com/Perfumes/Roja_Parfums/united-arab-emirates | https://www.parfumo.com/Perfumes/Roja_Parfums/O__The_Exclusive_Parfum | https://www.parfumo.com/Perfumes/Roja_Parfums/harrods-aoud,10,2026-09-03
4169,2439-ZEG,2439-ZEG Ν,AR430,AR,,Niche Perfumes,15.0,"INDONESIAN OUD - ERMENEGILDO ZEGNA Dupe PerfumeMen perfume oud, rose, patchouli, floral, fresh spicy, amber.",https://leparfum.com.gr/en/niche-perfumes/2439-zeg-ν,2026-08-20,2026-08-20,ACTIVE,Choose+Bottle+Extra Essence,SHOBI_LIVE_SHOW_ALL,403,dubbio,riesame individuale completo: dubbio residuo non forzabile,INDONESIAN OUD - ERMENEGILDO ZEGNA,INDONESIAN OUD - ERMENEGILDO ZEGNA,,,,,,,"RIESAME INDIVIDUALE 2026-09-04 (403, INDONESIAN OUD - ERMENEGILDO ZEGNA): ricontrollate pagina Shobi, fonti già raccolte e ricerca web mirata. La voce non dimostra in modo univoco identità, concentrazione, edizione o annata; resta dubbia per evitare un abbinamento forzato. Nome recuperato dalla descrizione originale Shobi: «INDONESIAN OUD - ERMENEGILDO ZEGNA». Più candidati della stessa fragranza differiscono per concentrazione o variante. Il testo Shobi non consente una scelta univoca. Ricerca web eseguita: i risultati non permettono di confermare un abbinamento univoco.",https://leparfum.com.gr/en/niche-perfumes/2439-zeg-ν | https://www.parfumo.com/Perfumes/Ermenegildo_Zegna/indonesian-oud-eau-de-toilette | https://www.parfumo.com/Perfumes/Ermenegildo_Zegna/indonesian-oud-eau-de-parfum | https://www.parfumo.com/Perfumes/Ermenegildo_Zegna/Essenze_Indonesian_Oud | https://www.parfumo.com/Perfumes/ministry-of-oud/oud-indonesian | https://www.parfumo.com/Perfumes/Areej_Le_Dore/the-history-of-indonesian-oud | https://www.parfumo.com/Perfumes/Ermenegildo_Zegna/Z_Zegna_Eau_de_Toilette,8,2026-09-04
4168,2442-PAC,2442-PAC MP,MP367,MP,INVICTUS VICTORY ELIXIR,Fragrances For Men,9.0,"2442-PAC MP inspired by the fragrance notes of INVICTUS VICTORY ELIXIR. Men Fragrance vanilla, warm spicy, amber, aromatic, sweet, balsamic, lavender.",https://leparfum.com.gr/en/fragrances-for-men/2442-pac-mp,2026-08-20,2026-08-20,ACTIVE,Choose+Bottle+Extra Essence,SHOBI_LIVE_SHOW_ALL,404,match corretto,corrispondenza testuale su candidati originali,,INVICTUS VICTORY ELIXIR,Invictus-victory-elixir,Rabanne,https://www.parfumo.com/Perfumes/Rabanne/invictus-victory-elixir,,,,"Nome coincidente dopo normalizzazione di accenti e punteggiatura; marchio coerente con il codice Shobi PAC. Associazione del codice desunta dalle altre righe del catalogo, Non verificata online per questa riga.",https://leparfum.com.gr/en/fragrances-for-men/2442-pac-mp | https://www.parfumo.com/Perfumes/Rabanne/invictus-victory-elixir,1,2026-09-03
4166,2437-MELA,2437-MELA EL,EL380,EL,,Elegants Fragrances,10.0,"CRY BABY PERFUME MILK - MELANIE MARTINEZ.Women perfume lactonic, fruity, powdery, sweet, caramel, woody, savory.",https://leparfum.com.gr/en/elegants-fragrances/cry-baby-perfume-milk-melanie-martinez-dupe-perfume,2026-08-20,2026-08-20,ACTIVE,Choose+Bottle+Extra Essence,SHOBI_LIVE_SHOW_ALL,405,match corretto,Shobi + codice marchio corroborato da testo esplicito,CRY BABY PERFUME MILK - MELANIE MARTINEZ,CRY BABY PERFUME MILK - MELANIE MARTINEZ,CRY BABY PERFUME MILK - MELANIE MARTINEZ,Melanie Martinez,,,,,Nome ricavato dalla scheda Shobi; marchio corroborato da altre righe dello stesso codice in cui il brand è scritto esplicitamente.,https://leparfum.com.gr/en/elegants-fragrances/cry-baby-perfume-milk-melanie-martinez-dupe-perfume | https://www.parfumo.com/Perfumes/Melanie_Martinez/Cry_Baby | https://www.parfumo.com/Perfumes/persons-of-interest/crybaby | https://www.parfumo.com/Perfumes/miim-miic/no-52-sweet-strawberry-milk-eau-de-parfum | https://www.parfumo.com/Perfumes/bujairami/blush-milk | https://www.parfumo.com/Perfumes/montagne-parfums/strawberry-milk | https://www.parfumo.com/Perfumes/miim-miic/no-52-sweet-strawberry-milk-perfume-oil,6,2026-09-03
4165,2397-CRD,2397-CRD N,AR429,AR,Queen of Silk,Niche Perfumes,15.0,"Inspired by the fragrance notes of Queen of Silk. Women perfume amber, warm spicy, floral, musky, fruity, vanilla, sweet, tuberose, balsamic, powdery.",https://leparfum.com.gr/en/niche-perfumes/2397-crd-n,2026-08-20,2026-08-20,ACTIVE,Choose+Bottle+Extra Essence,SHOBI_LIVE_SHOW_ALL,406,match corretto,corrispondenza testuale su candidati originali,,Queen of Silk,Queen-of-silk,Creed,https://www.parfumo.com/Perfumes/Creed/queen-of-silk,,,,"Nome coincidente dopo normalizzazione di accenti e punteggiatura; marchio coerente con il codice Shobi CRD. Associazione del codice desunta dalle altre righe del catalogo, Non verificata online per questa riga.",https://leparfum.com.gr/en/niche-perfumes/2397-crd-n | https://www.parfumo.com/Perfumes/Creed/queen-of-silk,1,2026-09-03
4164,2427-CLEA,2427-CLEA EL,EL379,EL,,Elegants Fragrances,10.0,"CLEAN WARM COTTON - CLEAN.Women perfume citrus, aromatic, marine, musky, fresh spicy, salty, fresh.",https://leparfum.com.gr/en/elegants-fragrances/clean-warm-cotton-clean-dupe-perfume,2026-08-20,2026-08-20,ACTIVE,Choose+Bottle+Extra Essence,SHOBI_LIVE_SHOW_ALL,407,dubbio,riesame individuale completo: dubbio residuo non forzabile,CLEAN WARM COTTON - CLEAN,CLEAN WARM COTTON - CLEAN,,,,,,,"RIESAME INDIVIDUALE 2026-09-04 (407, CLEAN WARM COTTON - CLEAN): ricontrollate pagina Shobi, fonti già raccolte e ricerca web mirata. La voce non dimostra in modo univoco identità, concentrazione, edizione o annata; resta dubbia per evitare un abbinamento forzato. Nome recuperato dalla descrizione originale Shobi: «CLEAN WARM COTTON - CLEAN». Più candidati della stessa fragranza differiscono per concentrazione o variante. Il testo Shobi non consente una scelta univoca. Ricerca web eseguita: i risultati non permettono di confermare un abbinamento univoco.",https://leparfum.com.gr/en/elegants-fragrances/clean-warm-cotton-clean-dupe-perfume | https://www.parfumo.com/Perfumes/Clean/Clean_Warm_Cotton | https://www.parfumo.com/Perfumes/Clean/warm-cotton-reserve-blend | https://www.parfumo.com/Perfumes/Clean/Warm_Cotton_Eau_de_Toilette | https://www.parfumo.com/Perfumes/Clean/Cool_Cotton | https://www.parfumo.com/Perfumes/Clean/Warm_Cotton__Mandarin_Eau_Fraiche | https://www.parfumo.com/Perfumes/Clean/clean-eau-de-parfum,9,2026-09-04
4163,2426-MARG,2426-MARG EL,EL378,EL,BEACH WALK,Elegants Fragrances,10.0,2426-MARG Inspired by the fragrance notes of BEACH WALK.,https://leparfum.com.gr/en/elegants-fragrances/2426-marg-el,2026-08-20,2026-08-20,ACTIVE,Choose+Bottle+Extra Essence,SHOBI_LIVE_SHOW_ALL,408,match corretto,corrispondenza testuale su candidati originali,,BEACH WALK,Beach-walk,Maison Margiela,https://www.parfumo.com/Perfumes/Maison_Margiela/beach-walk,,,,"Nome coincidente dopo normalizzazione di accenti e punteggiatura; marchio coerente con il codice Shobi MARG. Associazione del codice desunta dalle altre righe del catalogo, Non verificata online per questa riga.",https://leparfum.com.gr/en/elegants-fragrances/2426-marg-el | https://www.parfumo.com/Perfumes/Maison_Margiela/beach-walk,2,2026-09-03
4162,2425-LEL,2425-LEL LUX,LUX023,LUX,GAIAC 10 TOKYO - LE LABO,Luxury Perfumes,20.0,"2425-LEL LUX Inspired by the fragrance notes of GAIAC 10 TOKYO - LE LABO. Unisex perfume woody, musky, powdery, amber.",https://leparfum.com.gr/en/luxury-perfumes/2425-lel-lux,2026-08-20,2026-08-20,ACTIVE,Choose+Bottle+Extra Essence,SHOBI_LIVE_SHOW_ALL,409,match corretto,verifica incrociata: fonte Shobi + Parfumo + codice marchio,,GAIAC 10 TOKYO - LE LABO,GAIAC 10 TOKYO - LE LABO,Le Labo,https://www.parfumo.com/Perfumes/Le_Labo/Gaiac_10,,,,"Match approvato nella revisione completa: nome/variante coerenti con la scheda Parfumo già presente nelle fonti e marchio coerente con il codice Shobi, ricavato da più abbinamenti già confermati dello stesso codice-marchio.",https://leparfum.com.gr/en/luxury-perfumes/2425-lel-lux | https://www.parfumo.com/Perfumes/Le_Labo/Gaiac_10 | https://www.parfumo.com/Perfumes/montagne-parfums/eau-gaiac | https://www.parfumo.com/Perfumes/the-dua-brand/10-shades-of-gaiac | https://www.parfumo.com/Perfumes/Le_Labo/AnOther_13 | https://www.parfumo.com/Perfumes/Acqua_di_Parma/buongiorno-buonanotte | https://www.parfumo.com/Perfumes/scents-of-wood/sandalwood-in-oak,8,2026-09-03
4161,2424-GUR,2424-GUR W,WP809,WP,AQUA ALLEGORIA PERA GRANITA - GUERLAIN,Fragrances For Women,9.0,"2424-GUR W Inspired by the fragrance notes of AQUA ALLEGORIA PERA GRANITA - GUERLAIN. Woman perfume citrus, fruity, sweet, fresh, fresh spicy, aromatic.",https://leparfum.com.gr/en/fragrances-for-women/2424-gur-w,2026-08-20,2026-08-20,ACTIVE,Choose+Bottle+Extra Essence,SHOBI_LIVE_SHOW_ALL,410,match corretto,corrispondenza testuale su candidati originali,,AQUA ALLEGORIA PERA GRANITA - GUERLAIN,Aqua Allegoria Pera Granita,Guerlain,https://www.parfumo.com/Perfumes/Guerlain/Aqua_Allegoria_Pera_Granita,,,,"Nome coincidente dopo normalizzazione di accenti e punteggiatura; marchio coerente con il codice Shobi GUR. Associazione del codice desunta dalle altre righe del catalogo, Non verificata online per questa riga.",https://leparfum.com.gr/en/fragrances-for-women/2424-gur-w | https://www.parfumo.com/Perfumes/Guerlain/Aqua_Allegoria_Pera_Granita,1,2026-09-03
4160,2419-BAT,2419-BAT WP,WP808,WP,PINK COCONUT CALYPSO - BATH BODY WORKS,Fragrances For Women,9.0,"2419-BAT WP Inspired by the fragrance notes of PINK COCONUT CALYPSO - BATH BODY WORKS.Woman perfume coconut, sweet, woody, fruity, lactonic, vanilla, tropical.",https://leparfum.com.gr/en/fragrances-for-women/2419-bat-wp,2026-08-20,2026-08-20,ACTIVE,Choose+Bottle+Extra Essence,SHOBI_LIVE_SHOW_ALL,411,match corretto,corrispondenza testuale su candidati originali,,PINK COCONUT CALYPSO - BATH BODY WORKS,Pink Coconut Calypso,Bath Body Works,https://www.parfumo.com/Perfumes/Bath_Body_Works/Pink_Coconut_Calypso,,,,"Nome coincidente dopo normalizzazione di accenti e punteggiatura; marchio coerente con il codice Shobi BAT. Associazione del codice desunta dalle altre righe del catalogo, Non verificata online per questa riga.",https://leparfum.com.gr/en/fragrances-for-women/2419-bat-wp | https://www.parfumo.com/Perfumes/Bath_Body_Works/Pink_Coconut_Calypso,1,2026-09-03
4159,2415-ESC,2415-ESC WP,WP807,WP,SEXY GRAFFITY - ESCADA,Fragrances For Women,9.0,"2415-ESC WP Inspired by the fragrance notes of SEXY GRAFFITY - ESCADA. Woman perfume fruity, sweet, woody.",https://leparfum.com.gr/en/fragrances-for-women/2415-esc-wp,2026-08-20,2026-08-20,ACTIVE,Choose+Bottle+Extra Essence,SHOBI_LIVE_SHOW_ALL,412,match corretto,Shobi + codice marchio fortemente corroborato,,SEXY GRAFFITY - ESCADA,SEXY GRAFFITY - ESCADA,Escada,,,,,Nome ricavato dalla scheda Shobi; marchio corroborato da almeno 5 match già confermati con lo stesso codice-marchio.,https://leparfum.com.gr/en/fragrances-for-women/2415-esc-wp | https://www.parfumo.com/Perfumes/Escada/Sexy_Graffiti | https://www.parfumo.com/Perfumes/Escada/Sexy_Graffiti_Pink_Graffiti_2012 | https://www.parfumo.com/Perfumes/Escada/escada-collection-parfum-de-toilette | https://www.parfumo.com/Perfumes/Escada/Escada | https://www.parfumo.com/Perfumes/Escada/Turquoise_Summer | https://www.parfumo.com/Perfumes/Escada/Sorbetto_Rosso,7,2026-09-03
4158,2416-HER,2416-HER W,WP806,WP,UN JARDIN APRES LA MOUSSON - HERMES,Fragrances For Women,9.0,"2416-HER Inspired by the fragrance notes of UN JARDIN APRES LA MOUSSON - HERMES. Smells like a fresh tropical garden just after heavy rain — a watery, green, and lightly spicy blend of ginger, citrus, cardamom and vetiver that evokes cool, moist air and lush vegetation.",https://leparfum.com.gr/en/fragrances-for-women/2416-her-w,2026-08-20,2026-08-20,ACTIVE,Choose+Bottle+Extra Essence,SHOBI_LIVE_SHOW_ALL,413,match corretto,corrispondenza testuale su candidati originali,,UN JARDIN APRES LA MOUSSON - HERMES,Un Jardin Apres La Mousson,Hermes,https://www.parfumo.com/Perfumes/Hermes/Un_Jardin_apres_la_Mousson,,,,"Nome coincidente dopo normalizzazione di accenti e punteggiatura; marchio coerente con il codice Shobi HER. Associazione del codice desunta dalle altre righe del catalogo, Non verificata online per questa riga.",https://leparfum.com.gr/en/fragrances-for-women/2416-her-w | https://www.parfumo.com/Perfumes/Hermes/Un_Jardin_apres_la_Mousson,1,2026-09-03
4157,2429-JUL,2429-JUL WP,WP805,WP,,Fragrances For Women,9.0,"2429-JUL WP MUSC INVISIBLE - JULIETTE HAS A GUN. Women perfume powdery, musky, floral, white floral.",https://leparfum.com.gr/en/fragrances-for-women/2429-jul-wp,2026-08-20,2026-08-20,ACTIVE,Choose+Bottle+Extra Essence,SHOBI_LIVE_SHOW_ALL,414,match corretto,corrispondenza testuale su risultato web,MUSC INVISIBLE - JULIETTE HAS A GUN,MUSC INVISIBLE - JULIETTE HAS A GUN,Musc Invisible,Juliette Has A Gun,https://www.parfumo.com/Perfumes/Juliette_Has_a_Gun/musc-invisible,,,,"Nome recuperato dalla descrizione originale Shobi: «MUSC INVISIBLE - JULIETTE HAS A GUN». Nome coincidente dopo normalizzazione di accenti e punteggiatura; marchio coerente con il codice Shobi JUL. Associazione del codice desunta dalle altre righe del catalogo, Scheda recuperata tramite ricerca web.",https://leparfum.com.gr/en/fragrances-for-women/2429-jul-wp | https://www.parfumo.com/Perfumes/Juliette_Has_a_Gun/musc-invisible | https://www.parfumo.com/Perfumes/Juliette_Has_a_Gun/juliette | https://www.parfumo.com/Perfumes/Juliette_Has_a_Gun/not-a-perfume-eau-de-parfum | https://www.parfumo.com/Perfumes/Juliette_Has_a_Gun/pear-inc | https://www.parfumo.com/Perfumes/Juliette_Has_a_Gun/mmmm | https://www.parfumo.com/Perfumes/Juliette_Has_a_Gun/Miss_Charming,9,2026-09-03
4156,2430-CELI,2430-CELI Ν,AR430,AR,,Niche Perfumes,15.0,"PARADE - CELINE Dupe PerfumeUnisex perfume citrus. aromatic, woody, earthy, fresh spicy, white floral, mossy, green, floral, fresh.",https://leparfum.com.gr/en/niche-perfumes/2430-celi-ν,2026-08-20,2026-08-20,ACTIVE,Choose+Bottle+Extra Essence,SHOBI_LIVE_SHOW_ALL,415,match corretto,corrispondenza testuale su risultato web,PARADE - CELINE,PARADE - CELINE,Parade,Celine,https://www.parfumo.com/Perfumes/Celine/parade-eau-de-parfum,,,,"Nome recuperato dalla descrizione originale Shobi: «PARADE - CELINE». Nome e marchio corrispondenti dopo rimozione delle etichette di collezione e concentrazione. Unica scheda principale compatibile fra i candidati disponibili; confronto testuale, non verifica olfattiva.",https://leparfum.com.gr/en/niche-perfumes/2430-celi-ν | https://www.parfumo.com/Perfumes/Celine/parade-eau-de-parfum | https://www.parfumo.com/Perfumes/Celine/parade-brume-cheveux | https://www.parfumo.com/Perfumes/Celine/cologne-francaise | https://www.parfumo.com/Perfumes/d_Orsay/a-coeur-perdu-l-b | https://www.parfumo.com/Perfumes/Celine/eau-de-californie | https://www.parfumo.com/Perfumes/Celine/nightclubbing,8,2026-09-03
4155,2414-DIP,2414-DIP Ν,AR428,AR,Ilio,Niche Perfumes,15.0,"2414-DIP AR inspired by the fragrance notes of Ilio. Unisex perfume iris, powdery, citrus, white floral, fruity, violet, earthy, floral, fresh spicy, woody.",https://leparfum.com.gr/en/niche-perfumes/2414-dip-ν,2026-08-20,2026-08-20,ACTIVE,Choose+Bottle+Extra Essence,SHOBI_LIVE_SHOW_ALL,416,match corretto,corrispondenza testuale su candidati originali,,Ilio,Ilio-eau-de-toilette,Diptyque,https://www.parfumo.com/Perfumes/Diptyque/ilio-eau-de-toilette,,,,"Nome e marchio corrispondenti dopo rimozione delle etichette di collezione e concentrazione. Unica scheda principale compatibile fra i candidati disponibili; confronto testuale, non verifica olfattiva.",https://leparfum.com.gr/en/niche-perfumes/2414-dip-ν | https://www.parfumo.com/Perfumes/Diptyque/ilio-eau-de-toilette,10,2026-09-03
4154,2417-ACQ,2417-ACQ WP,WP804,WP,ARANCIA DI CAPRI,Fragrances For Women,9.0,"2417-ACQ Inspired by the fragrance notes of ARANCIA DI CAPRI. A fresh and uplifting citrus fragrance inspired by the sunny landscapes of Capri, blending bright orange with soft aromatic and caramel notes.",https://leparfum.com.gr/en/fragrances-for-women/2417-acq-wp,2026-08-20,2026-08-20,ACTIVE,Choose+Bottle+Extra Essence,SHOBI_LIVE_SHOW_ALL,417,match corretto,corrispondenza testuale su candidati originali,,ARANCIA DI CAPRI,Arancia-di-capri,Acqua di Parma,https://www.parfumo.com/Perfumes/Acqua_di_Parma/arancia-di-capri,,,,"Nome coincidente dopo normalizzazione di accenti e punteggiatura; marchio coerente con il codice Shobi ACQ. Associazione del codice desunta dalle altre righe del catalogo, Non verificata online per questa riga.",https://leparfum.com.gr/en/fragrances-for-women/2417-acq-wp | https://www.parfumo.com/Perfumes/Acqua_di_Parma/arancia-di-capri,3,2026-09-03
4153,2423-ACQ,2423-ACQ WP,WP803,WP,GINEPRO DI SARDEGNA,Fragrances For Women,9.0,"2423-ACQ Inspired by the fragrance notes of GINEPRO DI SARDEGNA. A fresh aromatic fragrance inspired by the wild landscapes of Sardinia, combining crisp juniper with spicy and woody notes.",https://leparfum.com.gr/en/fragrances-for-women/2423-acq-wp,2026-08-20,2026-08-20,ACTIVE,Choose+Bottle+Extra Essence,SHOBI_LIVE_SHOW_ALL,418,match corretto,corrispondenza testuale su candidati originali,,GINEPRO DI SARDEGNA,Ginepro-di-sardegna,Acqua di Parma,https://www.parfumo.com/Perfumes/Acqua_di_Parma/ginepro-di-sardegna,,,,"Nome coincidente dopo normalizzazione di accenti e punteggiatura; marchio coerente con il codice Shobi ACQ. Associazione del codice desunta dalle altre righe del catalogo, Non verificata online per questa riga.",https://leparfum.com.gr/en/fragrances-for-women/2423-acq-wp | https://www.parfumo.com/Perfumes/Acqua_di_Parma/ginepro-di-sardegna,1,2026-09-03
