shobi_code,prestashop_product_id,shobi_inspired_by,classification,reason,fragrantica_id,fragrantica_brand,fragrantica_perfume,fragrantica_url,match_type,score,identity_score,identity_gate,review_class,secondary_names,secondary_brands
621-EST,,BRONZE GODDESS EAU DE PARFUM (SUMMER LIMITED EDITION),VERIFIED,WEB_VERIFIED_FRAGRANTICA,11538,,,https://www.fragrantica.com/perfume/Estee-Lauder/Bronze-Goddess-2011-11538.html,WEB_VERIFIED_FRAGRANTICA,1.0000,0.0000,REVIEW,ID_ONLY_NEEDS_LOOKUP,,
622-EST,705,Cinnabar Eau de Parfum,VERIFIED,WEB_VERIFIED_FRAGRANTICA,546,,,https://www.fragrantica.com/perfume/Estee-Lauder/Cinnabar-546.html,WEB_VERIFIED_FRAGRANTICA,1.0000,0.0000,REVIEW,ID_ONLY_NEEDS_LOOKUP,,Estée Lauder
623-EST,706,ESTEE - ESTEE LAUDER,VERIFIED,WEB_VERIFIED_FRAGRANTICA,544,,,https://www.fragrantica.com/perfume/Estee-Lauder/Estee-544.html,WEB_VERIFIED_FRAGRANTICA,1.0000,0.0000,REVIEW,ID_ONLY_NEEDS_LOOKUP,,Estée Lauder
624-EST,,INTUITION FOR WOMEN,VERIFIED,WEB_VERIFIED_FRAGRANTICA,541,,,https://www.fragrantica.com/perfume/Estee-Lauder/Intuition-541.html,WEB_VERIFIED_FRAGRANTICA,1.0000,0.0000,REVIEW,ID_ONLY_NEEDS_LOOKUP,,
632-EST,715,JASMIN WHITE MOSS - ESTEE LAUDER,VERIFIED,SAFE_TOKEN_SAME_BRAND,6066,Estee Lauder,Private Collection Jasmin White Moss,https://www.fragrantica.com/perfume/Estee-Lauder/Private-Collection-Jasmin-White-Moss-6066.html,SAFE_TOKEN_SAME_BRAND,0.9760,0.5152,REVIEW,NAME_PRESENT_LOW_SCORE,,Estee Lauder
637-EST,2145,Spellbound,VERIFIED,WEB_VERIFIED_FRAGRANTICA,552,,,https://www.fragrantica.com/perfume/Est-e-Lauder/SpellBound-552.html,WEB_VERIFIED_FRAGRANTICA,1.0000,0.0000,REVIEW,ID_ONLY_NEEDS_LOOKUP,,Estee Lauder
639-FEN,721,FENDI Woman,VERIFIED,WEB_VERIFIED_FRAGRANTICA,200,,,https://www.fragrantica.com/perfume/Fendi/Fendi-200.html,WEB_VERIFIED_FRAGRANTICA,1.0000,0.0000,REVIEW,ID_ONLY_NEEDS_LOOKUP,,Fendi
640-FEN,722,L'ACQUA ROSSA - FENDI,VERIFIED,WEB_VERIFIED_FRAGRANTICA,18706,Fendi,L'Acquarossa,https://www.fragrantica.com/p/18706,WEB_VERIFIED_FRAGRANTICA,1.0000,0.7742,REVIEW,NAME_PRESENT_LOW_SCORE,,Fendi
649-ARM,729,Armani Code Turquoise,VERIFIED,WEB_VERIFIED_FRAGRANTICA,30323,,,https://www.fragrantica.com/perfume/Giorgio-Armani/Armani-Code-Turquoise-for-Women-30323.html,WEB_VERIFIED_FRAGRANTICA,1.0000,0.0000,REVIEW,ID_ONLY_NEEDS_LOOKUP,,Giorgio Armani
651-ARM,731,LEI/ELLE/SHE/ELLA,VERIFIED,WEB_VERIFIED_FRAGRANTICA,417,Giorgio Armani,Emporio Armani Lei,https://www.fragrantica.com/p/417,WEB_VERIFIED_FRAGRANTICA,1.0000,0.1714,REVIEW,NAME_PRESENT_LOW_SCORE,,Giorgio Armani
673-GRS,,CABOTIN,VERIFIED,WEB_VERIFIED_FRAGRANTICA,1061,,,https://www.fragrantica.com/perfume/Gres/Cabotine-1061.html,WEB_VERIFIED_FRAGRANTICA,1.0000,0.0000,REVIEW,ID_ONLY_NEEDS_LOOKUP,,
674-GUC,,BAMBOO,VERIFIED,WEB_VERIFIED_FRAGRANTICA,30815,,,https://www.fragrantica.com/perfume/Gucci/Gucci-Bamboo-30815.html,WEB_VERIFIED_FRAGRANTICA,1.0000,0.0000,REVIEW,ID_ONLY_NEEDS_LOOKUP,,
675-GUC,751,Bloom,VERIFIED,WEB_VERIFIED_FRAGRANTICA,44894,,,https://www.fragrantica.com/perfume/Gucci/Gucci-Bloom-44894.html,WEB_VERIFIED_FRAGRANTICA,1.0000,0.0000,REVIEW,ID_ONLY_NEEDS_LOOKUP,,Gucci
677-GUC,2078,G by G,VERIFIED,WEB_VERIFIED_FRAGRANTICA,1150,,,https://www.fragrantica.com/perfume/Gucci/Gucci-by-Gucci-1150.html,WEB_VERIFIED_FRAGRANTICA,1.0000,0.0000,REVIEW,ID_ONLY_NEEDS_LOOKUP,,Gucci
678-GUC,753,Guilty,VERIFIED,WEB_VERIFIED_FRAGRANTICA,9677,,,https://www.fragrantica.com/perfume/Gucci/Gucci-Guilty-9677.html,WEB_VERIFIED_FRAGRANTICA,1.0000,0.0000,REVIEW,ID_ONLY_NEEDS_LOOKUP,,Gucci
681-GUC,755,Rush,VERIFIED,WEB_VERIFIED_FRAGRANTICA,686,,,https://www.fragrantica.com/perfume/Gucci/Gucci-Rush-686.html,WEB_VERIFIED_FRAGRANTICA,1.0000,0.0000,REVIEW,ID_ONLY_NEEDS_LOOKUP,,Gucci
689-GUR,2149,MITSOUKO EAU DE PARFUM - GUERLAIN,VERIFIED,WEB_VERIFIED_FRAGRANTICA,25316,,,https://www.fragrantica.com/perfume/Guerlain/Mitsouko-Eau-de-Parfum-25316.html,WEB_VERIFIED_FRAGRANTICA,1.0000,0.0000,REVIEW,ID_ONLY_NEEDS_LOOKUP,,Guerlain
692-GUR,,SAMSARA,VERIFIED,WEB_VERIFIED_FRAGRANTICA,55,,,https://www.fragrantica.com/perfume/Guerlain/Samsara-Eau-de-Parfum-55.html,WEB_VERIFIED_FRAGRANTICA,1.0000,0.0000,REVIEW,ID_ONLY_NEEDS_LOOKUP,,
695-GUE,764,Dare,VERIFIED,WEB_VERIFIED_FRAGRANTICA,26415,,,https://www.fragrantica.com/perfume/Guess/Guess-Dare-26415.html,WEB_VERIFIED_FRAGRANTICA,1.0000,0.0000,REVIEW,ID_ONLY_NEEDS_LOOKUP,,Guess
696-GLA,,FIDJI,VERIFIED,WEB_VERIFIED_FRAGRANTICA,2068,,,https://www.fragrantica.com/perfume/guy-laroche/fidji-2068.html,WEB_VERIFIED_FRAGRANTICA,1.0000,0.0000,REVIEW,ID_ONLY_NEEDS_LOOKUP,,
710-HUG,777,BOSS JOUR - HUGO BOSS,VERIFIED,WEB_VERIFIED_FRAGRANTICA,18385,,,https://www.fragrantica.com/perfume/Hugo-Boss/Boss-Jour-Pour-Femme-18385.html,WEB_VERIFIED_FRAGRANTICA,1.0000,0.0000,REVIEW,ID_ONLY_NEEDS_LOOKUP,,Hugo Boss
713-HUG,780,MA VIE - HUGO BOSS,VERIFIED,WEB_VERIFIED_FRAGRANTICA,25298,,,https://www.fragrantica.com/perfume/Hugo-Boss/Boss-Ma-Vie-Pour-Femme-25298.html,WEB_VERIFIED_FRAGRANTICA,1.0000,0.0000,REVIEW,ID_ONLY_NEEDS_LOOKUP,,Hugo Boss
714-HUG,781,BOSS The Scent for Her Eau de Parfum,VERIFIED,WEB_VERIFIED_FRAGRANTICA,38998,,,https://www.fragrantica.com/perfume/Hugo-Boss/Boss-The-Scent-For-Her-38998.html,WEB_VERIFIED_FRAGRANTICA,1.0000,0.0000,REVIEW,ID_ONLY_NEEDS_LOOKUP,,Hugo Boss
717-ISS,784,CLASSIC - ISSEY MIYAKE,VERIFIED,WEB_VERIFIED_FRAGRANTICA,720,,,https://www.fragrantica.com/perfume/Issey-Miyake/L-eau-d-Issey-720.html,WEB_VERIFIED_FRAGRANTICA,1.0000,0.0000,REVIEW,ID_ONLY_NEEDS_LOOKUP,,Issey Miyake
727-JEN,791,JLuxe,VERIFIED,WEB_VERIFIED_FRAGRANTICA,29758,,,https://www.fragrantica.com/perfume/Jennifer-Lopez/JLuxe-29758.html,WEB_VERIFIED_FRAGRANTICA,1.0000,0.0000,REVIEW,ID_ONLY_NEEDS_LOOKUP,,Jennifer Lopez
729-JIM,793,Blossom,VERIFIED,WEB_VERIFIED_FRAGRANTICA,29165,,,https://www.fragrantica.com/perfume/Jimmy-Choo/Jimmy-Choo-Blossom-29165.html,WEB_VERIFIED_FRAGRANTICA,1.0000,0.0000,REVIEW,ID_ONLY_NEEDS_LOOKUP,,Jimmy Choo
731-JIM,1771,Fever,VERIFIED,WEB_VERIFIED_FRAGRANTICA,49615,,,https://www.fragrantica.com/perfume/Jimmy-Choo/Jimmy-Choo-Fever-49615.html,WEB_VERIFIED_FRAGRANTICA,1.0000,0.0000,REVIEW,ID_ONLY_NEEDS_LOOKUP,,Jimmy Choo
732-JIM,795,JIMMY CHOO,VERIFIED,EXACT_PERFUME_BRAND_TEXT,17223,Jimmy Choo,Flash,https://www.fragrantica.com/perfume/Jimmy-Choo/Flash-17223.html,EXACT_PERFUME_BRAND_TEXT,1.0000,0.1333,REVIEW,NAME_PRESENT_LOW_SCORE,,Jimmy Choo
734-JIM,797,Eau de Parfum (Eau de Parfum),VERIFIED,EXACT_BRAND_CLEAN_NAME,10573,Jimmy Choo,Jimmy Choo,https://www.fragrantica.com/perfume/Jimmy-Choo/Jimmy-Choo-10573.html,EXACT_BRAND_CLEAN_NAME,1.0000,0.0000,REVIEW,NAME_PRESENT_LOW_SCORE,,Jimmy Choo
735-JIM,798,Stars,VERIFIED,SAFE_TOKEN_SAME_BRAND,10573,Jimmy Choo,Jimmy Choo,https://www.fragrantica.com/perfume/Jimmy-Choo/Jimmy-Choo-10573.html,SAFE_TOKEN_SAME_BRAND,0.9560,0.0000,REVIEW,NAME_PRESENT_LOW_SCORE,,Jimmy Choo
736-JUI,799,Couture Couture,VERIFIED,WEB_VERIFIED_FRAGRANTICA,6496,,,https://www.fragrantica.com/perfume/Juicy-Couture/Couture-Couture-6496.html,WEB_VERIFIED_FRAGRANTICA,1.0000,0.0000,REVIEW,ID_ONLY_NEEDS_LOOKUP,,Juicy Couture
737-JUI,800,Malibu,VERIFIED,WEB_VERIFIED_FRAGRANTICA,22956,,,https://www.fragrantica.com/perfume/Juicy-Couture/Juicy-Couture-Malibu-22956.html,WEB_VERIFIED_FRAGRANTICA,1.0000,0.0000,REVIEW,ID_ONLY_NEEDS_LOOKUP,,Juicy Couture
738-JUI,,VIVA LA JUICY,VERIFIED,WEB_VERIFIED_FRAGRANTICA,4410,,,https://www.fragrantica.com/perfume/Juicy-Couture/Viva-la-Juicy-4410.html,WEB_VERIFIED_FRAGRANTICA,1.0000,0.0000,REVIEW,ID_ONLY_NEEDS_LOOKUP,,
739-JUI,802,Viva La Juicy Gold Couture,VERIFIED,WEB_VERIFIED_FRAGRANTICA,25753,,,https://www.fragrantica.com/perfume/Juicy-Couture/Viva-la-Juicy-Gold-Couture-25753.html,WEB_VERIFIED_FRAGRANTICA,1.0000,0.0000,REVIEW,ID_ONLY_NEEDS_LOOKUP,,Juicy Couture
740-JUI,1910,VIVA LA JUICY LUXE PARFUM - JUICY COUTURE,VERIFIED,WEB_VERIFIED_FRAGRANTICA,22574,,,https://www.fragrantica.com/perfume/Juicy-Couture/Viva-La-Juicy-Luxe-Parfum-22574.html,WEB_VERIFIED_FRAGRANTICA,1.0000,0.0000,REVIEW,ID_ONLY_NEEDS_LOOKUP,,Juicy Couture
741-JUI,803,Viva La Juicy Rosé,VERIFIED,WEB_VERIFIED_FRAGRANTICA,33567,,,https://www.fragrantica.com/perfume/Juicy-Couture/Viva-La-Juicy-Rose-33567.html,WEB_VERIFIED_FRAGRANTICA,1.0000,0.0000,REVIEW,ID_ONLY_NEEDS_LOOKUP,,Juicy Couture
742-JUI,804,VIVA LA JUICY SUCRE - COUTURE,VERIFIED,WEB_VERIFIED_FRAGRANTICA,42053,,,https://www.fragrantica.com/perfume/Juicy-Couture/Viva-La-Juicy-Sucre-42053.html,WEB_VERIFIED_FRAGRANTICA,1.0000,0.0000,REVIEW,ID_ONLY_NEEDS_LOOKUP,,Juicy Couture
743-JUS,805,Girlfriend,VERIFIED,WEB_VERIFIED_FRAGRANTICA,15287,,,https://www.fragrantica.com/perfume/Justin-Bieber/Girlfriend-15287.html,WEB_VERIFIED_FRAGRANTICA,1.0000,0.0000,REVIEW,ID_ONLY_NEEDS_LOOKUP,,Justin Bieber
744-JUS,806,The Key,VERIFIED,WEB_VERIFIED_FRAGRANTICA,18665,,,https://www.fragrantica.com/perfume/Justin-Bieber/The-Key-18665.html,WEB_VERIFIED_FRAGRANTICA,1.0000,0.0000,REVIEW,ID_ONLY_NEEDS_LOOKUP,,Justin Bieber
745-KAR,807,Karl Lagerfeld for Her Eau de Parfum,VERIFIED,WEB_VERIFIED_FRAGRANTICA,24068,,,https://www.fragrantica.com/perfume/Karl-Lagerfeld/Karl-Lagerfeld-for-Her-24068.html,WEB_VERIFIED_FRAGRANTICA,1.0000,0.0000,REVIEW,ID_ONLY_NEEDS_LOOKUP,,Karl Lagerfeld
746-KAR,808,Ocean View,VERIFIED,WEB_VERIFIED_FRAGRANTICA,35570,,,https://www.fragrantica.com/perfume/Karl-Lagerfeld/Ocean-View-for-Women-35570.html,WEB_VERIFIED_FRAGRANTICA,1.0000,0.0000,REVIEW,ID_ONLY_NEEDS_LOOKUP,,Karl Lagerfeld
755-KEN,817,SUMMER - KENZO,VERIFIED,WEB_VERIFIED_FRAGRANTICA,76,,,https://www.fragrantica.com/perfume/Kenzo/Summer-by-Kenzo-76.html,WEB_VERIFIED_FRAGRANTICA,1.0000,0.0000,REVIEW,ID_ONLY_NEEDS_LOOKUP,,Kenzo
770-LAP,825,Midnight Rain,VERIFIED,WEB_VERIFIED_FRAGRANTICA,824,,,https://www.fragrantica.com/perfume/La-Prairie/Midnight-Rain-824.html,WEB_VERIFIED_FRAGRANTICA,1.0000,0.0000,REVIEW,ID_ONLY_NEEDS_LOOKUP,,La Prairie
771-LAP,826,Silver Rain,VERIFIED,WEB_VERIFIED_FRAGRANTICA,823,,,https://www.fragrantica.com/perfume/La-Prairie/Silver-Rain-823.html,WEB_VERIFIED_FRAGRANTICA,1.0000,0.0000,REVIEW,ID_ONLY_NEEDS_LOOKUP,,La Prairie
772-LAD,827,Fame,VERIFIED,WEB_VERIFIED_FRAGRANTICA,15338,,,https://www.fragrantica.com/perfume/Lady-Gaga/Fame-15338.html,WEB_VERIFIED_FRAGRANTICA,1.0000,0.0000,REVIEW,ID_ONLY_NEEDS_LOOKUP,,Lady Gaga
799-LANV,846,Eclat-d-arpege-eau-de-,VERIFIED,WEB_VERIFIED_FRAGRANTICA,988,,,https://www.fragrantica.com/perfume/Lanvin/Eclat-d-Arpege-988.html,WEB_VERIFIED_FRAGRANTICA,1.0000,0.0000,REVIEW,ID_ONLY_NEEDS_LOOKUP,,Lanvin
800-LANV,847,Me,VERIFIED,WEB_VERIFIED_FRAGRANTICA,17701,,,https://www.fragrantica.com/perfume/Lanvin/Lanvin-Me-17701.html,WEB_VERIFIED_FRAGRANTICA,1.0000,0.0000,REVIEW,ID_ONLY_NEEDS_LOOKUP,,Lanvin
801-LANV,848,Marry Me,VERIFIED,WEB_VERIFIED_FRAGRANTICA,9405,,,https://www.fragrantica.com/perfume/Lanvin/Marry-Me-9405.html,WEB_VERIFIED_FRAGRANTICA,1.0000,0.0000,REVIEW,ID_ONLY_NEEDS_LOOKUP,,Lanvin
802-LBI,1913,VENEZIA - LAURA BIAGIOTTI,VERIFIED,WEB_VERIFIED_FRAGRANTICA,625,,,https://www.fragrantica.com/perfume/Laura-Biagiotti/Venezia-625.html,WEB_VERIFIED_FRAGRANTICA,1.0000,0.0000,REVIEW,ID_ONLY_NEEDS_LOOKUP,,Laura Biagiotti
805-LOL,850,L DE LOLITA LEMPICKA,VERIFIED,WEB_VERIFIED_FRAGRANTICA,455,,,https://www.fragrantica.com/perfume/Lolita-Lempicka/L-de-Lolita-Lempicka-455.html,WEB_VERIFIED_FRAGRANTICA,1.0000,0.0000,REVIEW,ID_ONLY_NEEDS_LOOKUP,,Lolita Lempicka
806-LOL,851,L Eau Jolie,VERIFIED,WEB_VERIFIED_FRAGRANTICA,17936,,,https://www.fragrantica.com/perfume/Lolita-Lempicka/L-Eau-Jolie-17936.html,WEB_VERIFIED_FRAGRANTICA,1.0000,0.0000,REVIEW,ID_ONLY_NEEDS_LOOKUP,,Lolita Lempicka
807-LOL,852,LOLITA - LOLITA LEMPICKA,VERIFIED,WEB_VERIFIED_FRAGRANTICA,456,,,https://www.fragrantica.com/perfume/Lolita-Lempicka/Lolita-Lempicka-456.html,WEB_VERIFIED_FRAGRANTICA,1.0000,0.0000,REVIEW,ID_ONLY_NEEDS_LOOKUP,,Lolita Lempicka
808-LOL,1915,Sweet,VERIFIED,WEB_VERIFIED_FRAGRANTICA,28177,,,https://www.fragrantica.com/perfume/Lolita-Lempicka/Sweet-28177.html,WEB_VERIFIED_FRAGRANTICA,1.0000,0.0000,REVIEW,ID_ONLY_NEEDS_LOOKUP,,Lolita Lempicka
816-MAX,861,MAX MARA,VERIFIED,WEB_VERIFIED_FRAGRANTICA,204,,,https://www.fragrantica.com/perfume/Max-Mara/Max-Mara-204.html,WEB_VERIFIED_FRAGRANTICA,1.0000,0.0000,REVIEW,ID_ONLY_NEEDS_LOOKUP,,Max Mara
817-MIC,862,Gold Collection  24k Brilliant Gold,VERIFIED,WEB_VERIFIED_FRAGRANTICA,31341,,,https://www.fragrantica.com/perfume/Michael-Kors/24K-Brilliant-Gold-31341.html,WEB_VERIFIED_FRAGRANTICA,1.0000,0.0000,REVIEW,ID_ONLY_NEEDS_LOOKUP,,Michael Kors
818-MIC,863,Michael Kors Coral,VERIFIED,WEB_VERIFIED_FRAGRANTICA,32739,,,https://www.fragrantica.com/perfume/Michael-Kors/Coral-32739.html,WEB_VERIFIED_FRAGRANTICA,1.0000,0.0000,REVIEW,ID_ONLY_NEEDS_LOOKUP,,Michael Kors
819-MIC,864,SEXY AMBER - KORS,VERIFIED,WEB_VERIFIED_FRAGRANTICA,18161,,,https://www.fragrantica.com/perfume/Michael-Kors/Sexy-Amber-18161.html,WEB_VERIFIED_FRAGRANTICA,1.0000,0.0000,REVIEW,ID_ONLY_NEEDS_LOOKUP,,Michael Kors
820-MIC,865,SEXY RIO DE JANEIRO KORS,VERIFIED,WEB_VERIFIED_FRAGRANTICA,27497,,,https://www.fragrantica.com/perfume/Michael-Kors/Sexy-Rio-de-Janeiro-27497.html,WEB_VERIFIED_FRAGRANTICA,1.0000,0.0000,REVIEW,ID_ONLY_NEEDS_LOOKUP,,Michael Kors
821-MIC,866,SEXY SUNSET - KORS,VERIFIED,WEB_VERIFIED_FRAGRANTICA,34276,,,https://www.fragrantica.com/perfume/Michael-Kors/Sexy-Sunset-34276.html,WEB_VERIFIED_FRAGRANTICA,1.0000,0.0000,REVIEW,ID_ONLY_NEEDS_LOOKUP,,Michael Kors
822-MIC,867,Sexy-ruby-glam-ruby,VERIFIED,WEB_VERIFIED_FRAGRANTICA,46182,,,https://www.fragrantica.com/perfume/Michael-Kors/Sexy-Ruby-46182.html,WEB_VERIFIED_FRAGRANTICA,1.0000,0.0000,REVIEW,ID_ONLY_NEEDS_LOOKUP,,Michael Kors
823-MIC,868,Sporty Citrus,VERIFIED,WEB_VERIFIED_FRAGRANTICA,18160,,,https://www.fragrantica.com/perfume/Michael-Kors/Sporty-Citrus-18160.html,WEB_VERIFIED_FRAGRANTICA,1.0000,0.0000,REVIEW,ID_ONLY_NEEDS_LOOKUP,,Michael Kors
824-MIC,869,Gold Collection  White Luminous Gold,VERIFIED,WEB_VERIFIED_FRAGRANTICA,31343,,,https://www.fragrantica.com/perfume/Michael-Kors/White-Luminous-Gold-31343.html,WEB_VERIFIED_FRAGRANTICA,1.0000,0.0000,REVIEW,ID_ONLY_NEEDS_LOOKUP,,Michael Kors
825-MIC,870,Wonderlust,VERIFIED,WEB_VERIFIED_FRAGRANTICA,39459,,,https://www.fragrantica.com/perfume/Michael-Kors/Wonderlust-39459.html,WEB_VERIFIED_FRAGRANTICA,1.0000,0.0000,REVIEW,ID_ONLY_NEEDS_LOOKUP,,Michael Kors
827-MISN,871,Missoni,VERIFIED,WEB_VERIFIED_FRAGRANTICA,1069,,,https://www.fragrantica.com/perfume/Missoni/Missoni-1069.html,WEB_VERIFIED_FRAGRANTICA,1.0000,0.0000,REVIEW,ID_ONLY_NEEDS_LOOKUP,,Missoni
828-MIY,,L' EAU BLEUE,VERIFIED,WEB_VERIFIED_FRAGRANTICA,42720,,,https://www.fragrantica.com/perfume/Miu-Miu/Miu-Miu-L-Eau-Bleue-42720.html,WEB_VERIFIED_FRAGRANTICA,1.0000,0.0000,REVIEW,ID_ONLY_NEEDS_LOOKUP,,
829-MNTB,873,FEMME - MONT BLANC,VERIFIED,WEB_VERIFIED_FRAGRANTICA,833,,,https://www.fragrantica.com/perfume/Mont-Blanc/Femme-de-Montblanc-833.html,WEB_VERIFIED_FRAGRANTICA,1.0000,0.0000,REVIEW,ID_ONLY_NEEDS_LOOKUP,,Montblanc
831-MOS,875,Cheap And Chic,VERIFIED,WEB_VERIFIED_FRAGRANTICA,727,,,https://www.fragrantica.com/perfume/Moschino/Cheap-Chic-727.html,WEB_VERIFIED_FRAGRANTICA,1.0000,0.0000,REVIEW,ID_ONLY_NEEDS_LOOKUP,,Moschino
834-MOS,1890,Cheap  Chic  So Real,VERIFIED,SAFE_TOKEN_SAME_BRAND,46867,Moschino,So Real Cheap Chic,https://www.fragrantica.com/perfume/Moschino/So-Real-Cheap-Chic-46867.html,SAFE_TOKEN_SAME_BRAND,0.9440,0.7778,REVIEW,NAME_PRESENT_LOW_SCORE,,Moschino
840-NAO,883,Naomi Campbell,VERIFIED,WEB_VERIFIED_FRAGRANTICA,905,,,https://www.fragrantica.com/perfume/Naomi-Campbell/Naomi-Campbell-905.html,WEB_VERIFIED_FRAGRANTICA,1.0000,0.0000,REVIEW,ID_ONLY_NEEDS_LOOKUP,,Naomi Campbell
841-NRO,885,FLEUR MUSK FOR HER - RODRIGUEZ,VERIFIED,WEB_VERIFIED_FRAGRANTICA,42580,,,https://www.fragrantica.com/perfume/Narciso-Rodriguez/Fleur-Musc-for-Her-42580.html,WEB_VERIFIED_FRAGRANTICA,1.0000,0.0000,REVIEW,ID_ONLY_NEEDS_LOOKUP,,Narciso Rodriguez
842-NRO,884,FOR HER BLACK EDP - NARCISO RODRIGUEZ,VERIFIED,SAFE_TOKEN_SAME_BRAND,14319,Narciso Rodriguez,Narciso Rodriguez for Her Eau de Parfum,https://www.fragrantica.com/perfume/Narciso-Rodriguez/Narciso-Rodriguez-for-Her-Eau-de-Parfum-14319.html,SAFE_TOKEN_SAME_BRAND,0.9440,0.7036,REVIEW,NAME_PRESENT_LOW_SCORE,,Narciso Rodriguez
843-NRO,887,FOR HER PINK EAU DE TOILETTE - RODRIGUEZ,VERIFIED,WEB_VERIFIED_FRAGRANTICA,209,,,https://www.fragrantica.com/perfume/Narciso-Rodriguez/Narciso-Rodriguez-For-Her-209.html,WEB_VERIFIED_FRAGRANTICA,1.0000,0.0000,REVIEW,ID_ONLY_NEEDS_LOOKUP,,Narciso Rodriguez
848-NRO,1775,PURE MUSK FOR HER - NARCISO RODRIGUEZ,VERIFIED,SAFE_TOKEN_SAME_BRAND,209,Narciso Rodriguez,Narciso Rodriguez For Her,https://www.fragrantica.com/perfume/Narciso-Rodriguez/Narciso-Rodriguez-For-Her-209.html,SAFE_TOKEN_SAME_BRAND,0.9440,0.6167,REVIEW,NAME_PRESENT_LOW_SCORE,,Narciso Rodriguez
850-NIN,,L'AIR DU TEMPS,VERIFIED,WEB_VERIFIED_FRAGRANTICA,1014,,,https://www.fragrantica.com/perfume/Nina-Ricci/L-Air-du-Temps-1014.html,WEB_VERIFIED_FRAGRANTICA,1.0000,0.0000,REVIEW,ID_ONLY_NEEDS_LOOKUP,,
851-NIN,893,L Extase,VERIFIED,WEB_VERIFIED_FRAGRANTICA,29668,,,https://www.fragrantica.com/perfume/Nina-Ricci/L-Extase-29668.html,WEB_VERIFIED_FRAGRANTICA,1.0000,0.0000,REVIEW,ID_ONLY_NEEDS_LOOKUP,,Nina Ricci
852-NIN,894,Luna,VERIFIED,WEB_VERIFIED_FRAGRANTICA,39376,,,https://www.fragrantica.com/perfume/Nina-Ricci/Luna-39376.html,WEB_VERIFIED_FRAGRANTICA,1.0000,0.0000,REVIEW,ID_ONLY_NEEDS_LOOKUP,,Nina Ricci
853-NIN,895,NINA,VERIFIED,WEB_VERIFIED_FRAGRANTICA,147,,,https://www.fragrantica.com/perfume/Nina-Ricci/Nina-147.html,WEB_VERIFIED_FRAGRANTICA,1.0000,0.0000,REVIEW,ID_ONLY_NEEDS_LOOKUP,,Nina Ricci
854-NIN,1819,the fragrance otes of NINA ROUGE,VERIFIED,WEB_VERIFIED_FRAGRANTICA,56162,,,https://www.fragrantica.com/perfume/Nina-Ricci/Nina-Rouge-56162.html,WEB_VERIFIED_FRAGRANTICA,1.0000,0.0000,REVIEW,ID_ONLY_NEEDS_LOOKUP,,Nina Ricci
857-ONE,898,You  I,VERIFIED,WEB_VERIFIED_FRAGRANTICA,26663,,,https://www.fragrantica.com/perfume/One-Direction/You-I-26663.html,WEB_VERIFIED_FRAGRANTICA,1.0000,0.0000,REVIEW,ID_ONLY_NEEDS_LOOKUP,,One Direction
867-PAL,,PALOMA PICASSO,VERIFIED,WEB_VERIFIED_FRAGRANTICA,1009,,,https://www.fragrantica.com/perfume/Paloma-Picasso/Paloma-Picasso-1009.html,WEB_VERIFIED_FRAGRANTICA,1.0000,0.0000,REVIEW,ID_ONLY_NEEDS_LOOKUP,,
868-PARH,908,Heiress Limited Edition Eau de Parfum (2015),VERIFIED,WEB_VERIFIED_FRAGRANTICA,32365,,,https://www.fragrantica.com/perfume/Paris-Hilton/Heiress-Limited-Edition-32365.html,WEB_VERIFIED_FRAGRANTICA,1.0000,0.0000,REVIEW,ID_ONLY_NEEDS_LOOKUP,,Paris Hilton
869-PIER,909,EXTATIC - PIERRE BALMAIN,VERIFIED,WEB_VERIFIED_FRAGRANTICA,22817,,,https://www.fragrantica.com/perfume/Pierre-Balmain/Extatic-22817.html,WEB_VERIFIED_FRAGRANTICA,1.0000,0.0000,REVIEW,ID_ONLY_NEEDS_LOOKUP,,Pierre Balmain
870-PIER,910,EXTATIC INTENSE GOLD - PIERRE BALMAIN,VERIFIED,WEB_VERIFIED_FRAGRANTICA,28047,,,https://www.fragrantica.com/perfume/Pierre-Balmain/Extatic-Intense-Gold-28047.html,WEB_VERIFIED_FRAGRANTICA,1.0000,0.0000,REVIEW,ID_ONLY_NEEDS_LOOKUP,,Pierre Balmain
871-PIER,911,IVOIRE - PIERRE BALMAIN,VERIFIED,WEB_VERIFIED_FRAGRANTICA,15557,,,https://www.fragrantica.com/perfume/Pierre-Balmain/Ivoire-15557.html,WEB_VERIFIED_FRAGRANTICA,1.0000,0.0000,REVIEW,ID_ONLY_NEEDS_LOOKUP,,Pierre Balmain
872-PRA,912,Candy,VERIFIED,WEB_VERIFIED_FRAGRANTICA,12426,,,https://www.fragrantica.com/perfume/Prada/Prada-Candy-12426.html,WEB_VERIFIED_FRAGRANTICA,1.0000,0.0000,REVIEW,ID_ONLY_NEEDS_LOOKUP,,Prada
892-RCAV,930,JUST HER - ROBERTO CAVALLI,VERIFIED,WEB_VERIFIED_FRAGRANTICA,847,Roberto Cavalli,Just Cavalli Her,https://www.fragrantica.com/perfume/Roberto-Cavalli/Just-Cavalli-Her-847.html,WEB_VERIFIED_FRAGRANTICA,1.0000,0.6750,REVIEW,NAME_PRESENT_LOW_SCORE,,Roberto Cavalli
