product_id,code,reference,category,price_eur,inspired_by,description_short,url,image_url,page
3622,2154-KAY EL,EL315,Elegants Fragrances,10,UTOPIA VANILLA COCO 21 - KAYALI,"2154-KAY EL Inspired by the fragrance notes of UTOPIA VANILLA COCO 21 - KAYALI. Perfume white floral, vanilla, coconut, powdery, sweet, lactonic, tuberose, musky.",https://leparfum.com.gr/en/elegants-fragrances/2154-kay-el#/1-choose-eau_de_parfum/2-bottle-30ml/3-extra_essence-0ml,https://leparfum.com.gr/61067-home_default/2154-kay-el.jpg,35
3621,2153-KAY EL,EL314,Elegants Fragrances,10,DEJA VU WHITE FLOWER 57 - KAYALI,"2153-KAY EL Inspired by the fragrance notes of DEJA VU WHITE FLOWER 57 - KAYALI.Perfume white floral, tuberose, sweet, woody. vanilla, fruity, powdery, animalic.",https://leparfum.com.gr/en/elegants-fragrances/2153-kay-el#/1-choose-eau_de_parfum/2-bottle-30ml/3-extra_essence-0ml,https://leparfum.com.gr/61049-home_default/2153-kay-el.jpg,35
3619,2159-CAR EL,EL313,Elegants Fragrances,10,CALL ME DARLING,"2159-CAR EL Inspired by the fragrance notes of CALL ME DARLING. Perfume white floral, sweet, citrus, vanilla, amber, cherry, soapy, lactonic, animalic.",https://leparfum.com.gr/en/elegants-fragrances/2159-car-el#/1-choose-eau_de_parfum/2-bottle-30ml/3-extra_essence-0ml,https://leparfum.com.gr/61027-home_default/2159-car-el.jpg,35
3618,2155-KAY EL,EL316,Elegants Fragrances,10,YUM PISTACHIO GELATO - KAYALI,"2155-KAY EL Inspired by the fragrance notes of YUM PISTACHIO GELATO - KAYALI.Perfume sweet, woody, vanilla, nutty, powdery.",https://leparfum.com.gr/en/elegants-fragrances/2155-kay-el#/1-choose-eau_de_parfum/2-bottle-30ml/3-extra_essence-0ml,https://leparfum.com.gr/61009-home_default/2155-kay-el.jpg,35
3617,2156-NRO WP,WP752,Fragrances For Women,9,FOR HER FOREVER - RODRIGUEZ,"2156-NRO WP inspired by the fragrance notes of FOR HER FOREVER - RODRIGUEZ. Fragrance white floral, musky, patchouli, lactonic, fruity, powdery, animalic, tropical, tuberose.",https://leparfum.com.gr/en/fragrances-for-women/2156-nro-wp#/1-choose-eau_de_parfum/2-bottle-30ml/3-extra_essence-0ml,https://leparfum.com.gr/60991-home_default/2156-nro-wp.jpg,35
3616,2158-MNT EL,EL312,Elegants Fragrances,10,,"2158-MNT EL Inspired by the fragrance notes of RENDEZ VOUS A PARIS - MONTALE. Unisex parfum sweet, rose, fruity, vanilla, powdery, warm spicy, fresh.",https://leparfum.com.gr/en/elegants-fragrances/2158-mnt-el#/1-choose-eau_de_parfum/2-bottle-30ml/3-extra_essence-0ml,https://leparfum.com.gr/60976-home_default/2158-mnt-el.jpg,35
3603,2060-BAT MP,MP341,Fragrances For Men,9,WHISKEY RESERVE - BATH & BODY WORKS,2060-BAT Inspired by the fragrance notes of WHISKEY RESERVE - BATH & BODY WORKS.,https://leparfum.com.gr/en/fragrances-for-men/2060-bat-mp#/1-choose-eau_de_parfum/2-bottle-30ml/3-extra_essence-0ml,https://leparfum.com.gr/60892-home_default/2060-bat-mp.jpg,35
3602,2151-GIV M,MP340,Fragrances For Men,9,GENTLEMAN SOCIETY,"2151-GIV M Inspired by the fragrance notes of GENTLEMAN SOCIETY. Fragrance aromatic, woody, warm spicy, vanilla, yellow floral, herbal, green.",https://leparfum.com.gr/en/fragrances-for-men/2151-giv-m#/1-choose-eau_de_parfum/2-bottle-30ml/3-extra_essence-0ml,https://leparfum.com.gr/60875-home_default/2151-giv-m.jpg,35
3601,2063-MNT EL Perfrume,EL311,Elegants Fragrances,10,,2063-MNT Inspired by the fragrance notes of  HERBAL AQUATICA - MONTALE.,https://leparfum.com.gr/en/elegants-fragrances/2063-mnt-el-perfrume#/1-choose-eau_de_parfum/2-bottle-30ml/3-extra_essence-0ml,https://leparfum.com.gr/60858-home_default/2063-mnt-el-perfrume.jpg,35
3600,2059-NARC Ν,AR318,Niche Perfumes,15,,"Parfum sweet, warm spicy, woody, fruity, vanilla, cacao, rum, chocolate, powdery.",https://leparfum.com.gr/en/niche-perfumes/2059-narc-%CE%BD#/1-choose-eau_de_parfum/2-bottle-30ml/3-extra_essence-0ml,https://leparfum.com.gr/60840-home_default/2059-narc-ν.jpg,35
3599,2061-YZLO W,WP751,Fragrances For Women,9,BLACK OPIUM LE PARFUM,"2061-YZLO W Inspired by the fragrance notes of BLACK OPIUM LE PARFUM. Fragrance vanilla, warm spicy, coffee, sweet, white floral, powdery.",https://leparfum.com.gr/en/fragrances-for-women/2061-yzlo-w#/1-choose-eau_de_parfum/2-bottle-30ml/3-extra_essence-0ml,https://leparfum.com.gr/60822-home_default/2061-yzlo-w.jpg,35
3597,2152-XER N,AR316,Niche Perfumes,15,Apollonia,"Inspired by the fragrance notes of Apollonia. Parfum powdery, musky, iris, white floral, earthy, animalic.",https://leparfum.com.gr/en/niche-perfumes/2152-xer-n#/1-choose-eau_de_parfum/2-bottle-30ml/3-extra_essence-0ml,https://leparfum.com.gr/60789-home_default/2152-xer-n.jpg,35
3596,2148-BAT WP,WP750,Fragrances For Women,9,PURE WONDER - BATH & BODY WORKS,2148-BAT Inspired by the fragrance notes of PURE WONDER - BATH & BODY WORKS.,https://leparfum.com.gr/en/fragrances-for-women/2148-bat-wp#/1-choose-eau_de_parfum/2-bottle-30ml/3-extra_essence-0ml,https://leparfum.com.gr/60771-home_default/2148-bat-wp.jpg,35
3595,2149-ESC WP,WP749,Fragrances For Women,9,SANTORINI SUNRISE - ESCADA,"Inspired by the fragrance notes of SANTORINI SUNRISE - ESCADA.Fragrance citrus, sweet, fruity, earthy, floral, white floral, fresh spicy.",https://leparfum.com.gr/en/fragrances-for-women/santorini-sunrise-escada-similar-fragrance#/1-choose-eau_de_parfum/2-bottle-30ml/3-extra_essence-0ml,https://leparfum.com.gr/60756-home_default/santorini-sunrise-escada-similar-fragrance.jpg,35
3593,2150-LEL EL,EL310,Elegants Fragrances,10,THE MATCHA 26 - LE LABO,2150-LEL Inspired by the fragrance notes of THE MATCHA 26 - LE LABO.,https://leparfum.com.gr/en/elegants-fragrances/2150-lel-el#/1-choose-eau_de_parfum/2-bottle-30ml/3-extra_essence-0ml,https://leparfum.com.gr/60723-home_default/2150-lel-el.jpg,35
3592,2147-TMFO EL,EL309,Elegants Fragrances,10,ELECTRIC CHERRY,"2147-TMFO EL Inspired by the fragrance notes of ELECTRIC CHERRY. Fragrance musky, cherry, sweet, soft spicy, amber.",https://leparfum.com.gr/en/elegants-fragrances/2147-tmfo-el#/1-choose-eau_de_parfum/2-bottle-30ml/3-extra_essence-0ml,https://leparfum.com.gr/60705-home_default/2147-tmfo-el.jpg,35
3590,2057-ESCE EL,EL308,Elegants Fragrances,10,MOLECULE 01 + BLACK TEA - ESCENTRIC,"Inspired by the fragrance notes of MOLECULE 01 + BLACK TEA - ESCENTRIC.Fragrance green, woody, musky, amber, fresh, ozonic.",https://leparfum.com.gr/en/elegants-fragrances/molecule-01-black-tea-similar-fragrance#/1-choose-eau_de_parfum/2-bottle-30ml/3-extra_essence-0ml,https://leparfum.com.gr/60666-home_default/molecule-01-black-tea-similar-fragrance.jpg,35
3589,2143-XER N,AR315,Niche Perfumes,15,Amber Star,"Inspired by the fragrance notes of Amber Star. Parfum amber, woody, balsamic, vanilla, sweet, warm spicy, powdery, animalic.",https://leparfum.com.gr/en/niche-perfumes/2143-xer-n#/1-choose-eau_de_parfum/2-bottle-30ml/3-extra_essence-0ml,https://leparfum.com.gr/60648-home_default/2143-xer-n.jpg,35
3588,2141-LTN N,AR314,Niche Perfumes,15,,2141-LTN Inspired by the fragrance notes.,https://leparfum.com.gr/en/niche-perfumes/2141-ltn-n#/1-choose-eau_de_parfum/2-bottle-30ml/3-extra_essence-0ml,https://leparfum.com.gr/60630-home_default/2141-ltn-n.jpg,35
3587,2144-ARM M,MP339,Fragrances For Men,9,STRONGER WITH YOU LIMITED EDITION,"2144-ARM M Inspired by the fragrance notes of STRONGER WITH YOU LIMITED EDITION. Fragrance sweet, nutty, vanilla, soft spicy, warm spicy.",https://leparfum.com.gr/en/fragrances-for-men/2144-arm-m#/1-choose-eau_de_parfum/2-bottle-30ml/3-extra_essence-0ml,https://leparfum.com.gr/60612-home_default/2144-arm-m.jpg,35
3574,2142-PARF Ν,AR313,Niche Perfumes,15,PEGASUS EXCLUSIVE - PARFUMS DE MARLY,2142-PARF Inspired by the fragrance notes of PEGASUS EXCLUSIVE - PARFUMS DE MARLY.,https://leparfum.com.gr/en/niche-perfumes/2142-parf-%CE%BD#/1-choose-eau_de_parfum/2-bottle-30ml/3-extra_essence-0ml,https://leparfum.com.gr/60530-home_default/2142-parf-ν.jpg,35
3573,2140-XER N,AR312,Niche Perfumes,15,Starlight,"Inspired by the fragrance notes of Starlight. Parfum warm spicy, cinnamon, almond, aromatic, amber, citrus, nutty.",https://leparfum.com.gr/en/niche-perfumes/2140-xer-n#/1-choose-eau_de_parfum/2-bottle-30ml/3-extra_essence-0ml,https://leparfum.com.gr/60512-home_default/2140-xer-n.jpg,35
3572,2139-XER N,AR311,Niche Perfumes,15,Cruz del Sur I,"2139-XER N Inspired by the fragrance notes of Cruz del Sur I. Parfum leather, amber, warm spicy, woody, smoky, fruity, animalic, sweet, rum.",https://leparfum.com.gr/en/niche-perfumes/2139-xer-n#/1-choose-eau_de_parfum/2-bottle-30ml/3-extra_essence-0ml,https://leparfum.com.gr/60494-home_default/2139-xer-n.jpg,36
3571,2138-TMFO EL,EL307,Elegants Fragrances,10,LONDON,"2138-TMFO EL Inspired by the fragrance notes of LONDON. Fragrance warm spicy, fresh spicy, woody, smoky, amber, aromatic, leather.",https://leparfum.com.gr/en/elegants-fragrances/2138-tmfo-el#/1-choose-eau_de_parfum/2-bottle-30ml/3-extra_essence-0ml,https://leparfum.com.gr/60476-home_default/2138-tmfo-el.jpg,36
3570,2137-ROJ Ν,AR310,Niche Perfumes,15,,"GREAT BRITAIN - ROJA DOVE.Parfum leather, amber, animalic, powdery, woody, smoky, musky, violet.",https://leparfum.com.gr/en/niche-perfumes/2137-roj-%CE%BD#/1-choose-eau_de_parfum/2-bottle-30ml/3-extra_essence-0ml,https://leparfum.com.gr/60458-home_default/2137-roj-ν.jpg,36
3569,2135-KUR N,AR309,Niche Perfumes,15,AQUA CELESTIA,"2135-KUR N Inspired by the fragrance notes of AQUA CELESTIA. Parfum green, citrus, aromatic, musky, powdery, fresh spicy, fruity.",https://leparfum.com.gr/en/niche-perfumes/2135-kur-n#/1-choose-eau_de_parfum/2-bottle-30ml/3-extra_essence-0ml,https://leparfum.com.gr/60440-home_default/2135-kur-n.jpg,36
3568,2134-MEM Ν,AR308,Niche Perfumes,15,OCEAN LEATHER - MEMO PARIS,2134-MEM Inspired by the fragrance notes of OCEAN LEATHER - MEMO PARIS.,https://leparfum.com.gr/en/niche-perfumes/2134-mem-%CE%BD#/1-choose-eau_de_parfum/2-bottle-30ml/3-extra_essence-0ml,https://leparfum.com.gr/60422-home_default/2134-mem-ν.jpg,36
3567,2133 - FRE N,AR307,Niche Perfumes,15,,"LIPSTICK ROSE - FREDERIC MALLE.Parfum powdery, violet, rose, floral, musky, vanilla, woody, sweet, iris.",https://leparfum.com.gr/en/niche-perfumes/2133-fre-n#/1-choose-eau_de_parfum/2-bottle-30ml/3-extra_essence-0ml,https://leparfum.com.gr/60404-home_default/2133-fre-n.jpg,36
3566,2132-DRC N Perfrume,AR306,Niche Perfumes,15,,2132-DRC Inspired by the fragrance notes of OUD ROSEWOOD,https://leparfum.com.gr/en/niche-perfumes/2132-drc-n-perfrume#/1-choose-eau_de_parfum/2-bottle-30ml/3-extra_essence-0ml,https://leparfum.com.gr/60386-home_default/2132-drc-n-perfrume.jpg,36
3565,2131-CRD EL,EL306,Elegants Fragrances,10,Neroli Sauvage,"Inspired by the fragrance notes of Neroli Sauvage. Fragrance citrus, fresh spicy, amber.",https://leparfum.com.gr/en/elegants-fragrances/2131-crd-el#/1-choose-eau_de_parfum/2-bottle-30ml/3-extra_essence-0ml,https://leparfum.com.gr/60368-home_default/2131-crd-el.jpg,36
3564,2130-AMG N,AR305,Niche Perfumes,15,REFLECTION MAN - AMOUAGE,"2130-AMG N Inspired by the fragrance notes of REFLECTION MAN - AMOUAGE. Parfum woody, white floral, aromatic, powdery, warm spicy, fresh spicy, iris, citrus.",https://leparfum.com.gr/en/niche-perfumes/2130-amg-n#/1-choose-eau_de_parfum/2-bottle-30ml/3-extra_essence-0ml,https://leparfum.com.gr/60350-home_default/2130-amg-n.jpg,36
3563,2136-PARF Ν,AR304,Niche Perfumes,15,,"VALAYA - PARFUMS DE MARLEY.Parfum musky, citrus, white floral, fresh, aldehydic, woody, powdery.",https://leparfum.com.gr/en/niche-perfumes/2136-parf-%CE%BD#/1-choose-eau_de_parfum/2-bottle-30ml/3-extra_essence-0ml,https://leparfum.com.gr/60332-home_default/2136-parf-ν.jpg,36
3538,2128-BEN MP,MP338,Fragrances For Men,9,,WE ARE TRIBE - ΒΕΝΕΤΤΟΝ SIMILAR FRAGRANCE,https://leparfum.com.gr/en/fragrances-for-men/we-are-tribe-%CE%B2%CE%B5%CE%BD%CE%B5%CF%84%CF%84%CE%BF%CE%BD-similar-fragrance#/1-choose-eau_de_parfum/2-bottle-30ml/3-extra_essence-0ml,https://leparfum.com.gr/60203-home_default/we-are-tribe-βενεττον-similar-fragrance.jpg,36
3537,2127-HUG MP,MP337,Fragrances For Men,9,BOSS BOTTLED PACIFIC,2127-HUG Inspired by the fragrance notes of BOSS BOTTLED PACIFIC.,https://leparfum.com.gr/en/fragrances-for-men/2127-hug-mp#/1-choose-eau_de_parfum/2-bottle-30ml/3-extra_essence-0ml,https://leparfum.com.gr/60186-home_default/2127-hug-mp.jpg,36
3536,2125-TRU EL,EL305,Elegants Fragrances,10,THE ITALIAN ARTISTS OF VIA SOLFERINO,"2125-TRU EL Inspired by the fragrance notes of THE ITALIAN ARTISTS OF VIA SOLFERINO. Fragrance floral, citrus fresh, fresh spicy.",https://leparfum.com.gr/en/elegants-fragrances/2125-tru-el#/1-choose-eau_de_parfum/2-bottle-30ml/3-extra_essence-0ml,https://leparfum.com.gr/60169-home_default/2125-tru-el.jpg,36
3535,2126-GIV EL,EL304,Elegants Fragrances,10,MMW,"2126-GIV EL Inspired by the fragrance notes of MMW. Fragrance woody, amber, musky, aromatic.",https://leparfum.com.gr/en/elegants-fragrances/2126-giv-el#/1-choose-eau_de_parfum/2-bottle-30ml/3-extra_essence-0ml,https://leparfum.com.gr/60151-home_default/2126-giv-el.jpg,36
3534,2056-ARIA WP,WP748,Fragrances For Women,9,MOD BLUSH - ARIANA GRANDE,2056-ARIA Inspired by the fragrance notes of MOD BLUSH - ARIANA GRANDE.,https://leparfum.com.gr/en/fragrances-for-women/2056-aria-wp#/1-choose-eau_de_parfum/2-bottle-30ml/3-extra_essence-0ml,https://leparfum.com.gr/60133-home_default/2056-aria-wp.jpg,36
3533,2055-BAT WP,WP747,Fragrances For Women,9,DREAM BRIGHT - BATH & BODY WORKS,2055-BAT Inspired by the fragrance notes of DREAM BRIGHT - BATH & BODY WORKS.,https://leparfum.com.gr/en/fragrances-for-women/2055-bat-wp#/1-choose-eau_de_parfum/2-bottle-30ml/3-extra_essence-0ml,https://leparfum.com.gr/60118-home_default/2055-bat-wp.jpg,36
3532,2054-CAR MP,MP336,Fragrances For Men,9,BAD BOY GOLD FANTASY,2054-CAR Inspired by the fragrance notes of BAD BOY GOLD FANTASY.,https://leparfum.com.gr/en/fragrances-for-men/2054-car-mp#/1-choose-eau_de_parfum/2-bottle-30ml/3-extra_essence-0ml,https://leparfum.com.gr/60103-home_default/2054-car-mp.jpg,36
3531,2048-KIL EL,EL303,Elegants Fragrances,10,MADLY IN LOVE - KILIAN,"2048-KIL EL Inspired by the fragrance notes of MADLY IN LOVE - KILIAN. Fragrance leather, white floral, fruity, animalic, sweet, smoky.",https://leparfum.com.gr/en/elegants-fragrances/2048-kil-el#/1-choose-eau_de_parfum/2-bottle-30ml/3-extra_essence-0ml,https://leparfum.com.gr/60086-home_default/2048-kil-el.jpg,36
3530,2046-VICT WP,WP746,Fragrances For Women,9,VERY SEXY OASIS - VICTORIA'S SECRET,2046-VICT WP inspired by the fragrance notes of VERY SEXY OASIS - VICTORIA'S SECRET.,https://leparfum.com.gr/en/fragrances-for-women/2046-vict-wp#/1-choose-eau_de_parfum/2-bottle-30ml/3-extra_essence-0ml,https://leparfum.com.gr/60068-home_default/2046-vict-wp.jpg,36
3529,2045-HER W,WP745,Fragrances For Women,9,,"2045-HER W Inspired by the fragrance notes of EAU D'ORANGE VERTE - HERMES. Fragrance citrus, aromatic, green, earthy, mossy, woody.",https://leparfum.com.gr/en/fragrances-for-women/2045-her-w#/1-choose-eau_de_parfum/2-bottle-30ml/3-extra_essence-0ml,https://leparfum.com.gr/60053-home_default/2045-her-w.jpg,36
3528,2053-BDIK Ν,AR303,Niche Perfumes,15,GRIS CHARNEL EXTRAIT - BDK,"Inspired by the fragrance notes of GRIS CHARNEL EXTRAIT - BDK.Parfum woody, warm spicy, vanilla, powdery, aromatic, sweet, earthy, iris.",https://leparfum.com.gr/en/niche-perfumes/2053-bdik-%CE%BD#/1-choose-eau_de_parfum/2-bottle-30ml/3-extra_essence-0ml,https://leparfum.com.gr/60038-home_default/2053-bdik-ν.jpg,36
3527,2040-AMG EL,EL302,Elegants Fragrances,10,Dia Woman,"Inspired by the fragrance notes of Dia Woman.Fragrance fresh, floral, aldehydic, powdery, rose, woody, musky, soapy, iris.",https://leparfum.com.gr/en/elegants-fragrances/2040-amg-el#/1-choose-eau_de_parfum/2-bottle-30ml/3-extra_essence-0ml,https://leparfum.com.gr/60020-home_default/2040-amg-el.jpg,36
3526,2038-TMFO EL,EL301,Elegants Fragrances,10,CHERRY SMOKE,"2038-TMFO EL Inspired by the fragrance notes of CHERRY SMOKE. Cherry, woody, leather, smoky, fruity, sweet, nutty.",https://leparfum.com.gr/en/elegants-fragrances/2038-tmfo-el#/1-choose-eau_de_parfum/2-bottle-30ml/3-extra_essence-0ml,https://leparfum.com.gr/60002-home_default/2038-tmfo-el.jpg,36
3525,2037-VICT WP,WP744,Fragrances For Women,9,COCONUT MILK & ROSE - V,2037-VICT WP inspired by the fragrance notes of COCONUT MILK & ROSE - V.SECRET.,https://leparfum.com.gr/en/fragrances-for-women/2037-vict-wp#/1-choose-eau_de_parfum/2-bottle-30ml/3-extra_essence-0ml,https://leparfum.com.gr/59984-home_default/2037-vict-wp.jpg,36
3524,2119-ARM W,WP743,Fragrances For Women,9,MY WAY PARFUM,"2119-ARM W Inspired by the fragrance notes of MY WAY PARFUM. Fragrance white floral, citrus, musky, tuberose, powdery, animalic, floral, woody, vanilla, sweet.",https://leparfum.com.gr/en/fragrances-for-women/2119-arm-w#/1-choose-eau_de_parfum/2-bottle-30ml/3-extra_essence-0ml,https://leparfum.com.gr/59969-home_default/2119-arm-w.jpg,37
3523,2116-ARM W,WP742,Fragrances For Women,9,MY WAY FLORAL,"2116-ARM W Inspired by the fragrance notes of MY WAY FLORAL. Fragrance citrus, white floral, tuberose, animalic, vanilla, sweet.",https://leparfum.com.gr/en/fragrances-for-women/2116-arm-w#/1-choose-eau_de_parfum/2-bottle-30ml/3-extra_essence-0ml,https://leparfum.com.gr/59954-home_default/2116-arm-w.jpg,37
3522,2117-YZLO W,WP741,Fragrances For Women,9,LIBRE LE PARFUM,"2117-YZLO W Inspired by the fragrance notes of LIBRE LE PARFUM. Fragrance vanilla, sweet, citrus, warm spicy, honey.",https://leparfum.com.gr/en/fragrances-for-women/2117-yzlo-w#/1-choose-eau_de_parfum/2-bottle-30ml/3-extra_essence-0ml,https://leparfum.com.gr/59939-home_default/2117-yzlo-w.jpg,37
3521,2115-EST WP,WP740,Fragrances For Women,9,OASIS DAWN - ESTEE LAUDER,2115-EST Inspired by the fragrance notes of OASIS DAWN - ESTEE LAUDER.,https://leparfum.com.gr/en/fragrances-for-women/2115-est-wp#/1-choose-eau_de_parfum/2-bottle-30ml/3-extra_essence-0ml,https://leparfum.com.gr/59924-home_default/2115-est-wp.jpg,37
3520,2118-GUC WP,WP739,Fragrances For Women,9,Bloom Intense,"2118-GUC Inspired by the fragrance notes of Bloom Intense. Fragrance white floral, tuberose, fruity, warm spicy, sweet, earthy, patchouli, mossy.",https://leparfum.com.gr/en/fragrances-for-women/2118-guc-wp#/1-choose-eau_de_parfum/2-bottle-30ml/3-extra_essence-0ml,https://leparfum.com.gr/59909-home_default/2118-guc-wp.jpg,37
3519,2124-CAR EL,EL300,Elegants Fragrances,10,ALEGRIA DE VIVIR,2124-CAR Inspired by the fragrance notes of ALEGRIA DE VIVIR.,https://leparfum.com.gr/en/elegants-fragrances/2124-car-el#/1-choose-eau_de_parfum/2-bottle-30ml/3-extra_essence-0ml,https://leparfum.com.gr/59894-home_default/2124-car-el.jpg,37
3518,2121-CAR EL,EL299,Elegants Fragrances,10,MAD WORLD,2121-CAR Inspired by the fragrance notes of MAD WORLD.,https://leparfum.com.gr/en/elegants-fragrances/2121-car-el#/1-choose-eau_de_parfum/2-bottle-30ml/3-extra_essence-0ml,https://leparfum.com.gr/59876-home_default/2121-car-el.jpg,37
3517,2120-CAR EL,EL298,Elegants Fragrances,10,LUCKY CHARM,2120-CAR Inspired by the fragrance notes of LUCKY CHARM.,https://leparfum.com.gr/en/elegants-fragrances/2120-car-el#/1-choose-eau_de_parfum/2-bottle-30ml/3-extra_essence-0ml,https://leparfum.com.gr/59858-home_default/2120-car-el.jpg,37
3516,2122-GUR EL,EL297,Elegants Fragrances,10,ROSA ROSSA HARVEST - GUERLAIN,2122-GUR Inspired by the fragrance notes of ROSA ROSSA HARVEST - GUERLAIN.,https://leparfum.com.gr/en/elegants-fragrances/2122-gur-el#/1-choose-eau_de_parfum/2-bottle-30ml/3-extra_essence-0ml,https://leparfum.com.gr/59840-home_default/2122-gur-el.jpg,37
3515,2114-HER N,AR302,Niche Perfumes,15,UN JARDIN A CYTHERE - HERMES,2114-HER Inspired by the fragrance notes of UN JARDIN A CYTHERE - HERMES.,https://leparfum.com.gr/en/niche-perfumes/2114-her-n#/1-choose-eau_de_parfum/2-bottle-30ml/3-extra_essence-0ml,https://leparfum.com.gr/59822-home_default/2114-her-n.jpg,37
3514,2123-KIL EL,EL296,Elegants Fragrances,10,BLUE MOON GINGER DASH - KILIAN,"2123-KIL EL Inspired by the fragrance notes of BLUE MOON GINGER DASH - KILIAN. Fragrance musky, fresh, citrus, amber, warm spicy, vodka, ozonic, powdery.",https://leparfum.com.gr/en/elegants-fragrances/2123-kil-el#/1-choose-eau_de_parfum/2-bottle-30ml/3-extra_essence-0ml,https://leparfum.com.gr/59804-home_default/2123-kil-el.jpg,37
3513,2052-CAR WP,WP738,Fragrances For Women,9,GOOD GIRL BLUSH,2052-CAR Inspired by the fragrance notes of GOOD GIRL BLUSH.,https://leparfum.com.gr/en/fragrances-for-women/2052-car-wp#/1-choose-eau_de_parfum/2-bottle-30ml/3-extra_essence-0ml,https://leparfum.com.gr/59786-home_default/2052-car-wp.jpg,37
3512,2129-SOL EL,EL295,Elegants Fragrances,10,,"2129-SOL EL inspired by the fragrance notes of  BRAZILIAN CRUSH CHEIROSA 62 - SOL DE JANEIRO.Fragrance vanilla, caramel, sweet, almond, nutty, woody, powdery, salty.",https://leparfum.com.gr/en/elegants-fragrances/2129-sol-el#/1-choose-eau_de_parfum/2-bottle-30ml/3-extra_essence-0ml,https://leparfum.com.gr/59771-home_default/2129-sol-el.jpg,37
3510,2112-GUC MP,MP335,Fragrances For Men,9,Rush Man,"2112-GUC Inspired by the fragrance notes of Rush Man. Fragrance woody, aromatic, powdery, fresh spicy.",https://leparfum.com.gr/en/fragrances-for-men/2112-guc-mp#/1-choose-eau_de_parfum/2-bottle-30ml/3-extra_essence-0ml,https://leparfum.com.gr/59736-home_default/2112-guc-mp.jpg,37
3509,2090-MNT EL Fragrance,EL294,Elegants Fragrances,10,CRAZY IN LOVE - MONTALE,2090-MNT Inspired by the fragrance notes of CRAZY IN LOVE - MONTALE.,https://leparfum.com.gr/en/elegants-fragrances/2090-mnt-el-fragrance#/1-choose-eau_de_parfum/2-bottle-30ml/3-extra_essence-0ml,https://leparfum.com.gr/59719-home_default/2090-mnt-el-fragrance.jpg,37
3508,2092-MAN EL,EL293,Elegants Fragrances,10,HINDU KUSH - MANCERA,"2092-MAN EL Inspired by the fragrance notes of HINDU KUSH - MANCERA. Fragrance amber, woody, warm spicy, smoky, cannabis, patchouli, musky, powdery.",https://leparfum.com.gr/en/elegants-fragrances/2092-man-el#/1-choose-eau_de_parfum/2-bottle-30ml/3-extra_essence-0ml,https://leparfum.com.gr/59701-home_default/2092-man-el.jpg,37
3507,2091-AMG EL,EL292,Elegants Fragrances,10,Material,"Inspired by the fragrance notes of Material.Fragrance amber, vanilla, balsamic, warm spicy, woody, aromatic, smoky, patchouli, sweet.",https://leparfum.com.gr/en/elegants-fragrances/2091-amg-el#/1-choose-eau_de_parfum/2-bottle-30ml/3-extra_essence-0ml,https://leparfum.com.gr/59683-home_default/2091-amg-el.jpg,37
3506,2032-CAR EL,EL291,Elegants Fragrances,10,TRUE OUD,2032-CAR Inspired by the fragrance notes of TRUE OUD.,https://leparfum.com.gr/en/elegants-fragrances/2032-car-el#/1-choose-eau_de_parfum/2-bottle-30ml/3-extra_essence-0ml,https://leparfum.com.gr/59665-home_default/2032-car-el.jpg,37
3505,2036-GIS M,EL290,Elegants Fragrances,10,,"Fragrance fruity, woody, tropical, sweet, warm spicy, aromatic, vanilla.",https://leparfum.com.gr/en/elegants-fragrances/2036-gis-m#/1-choose-eau_de_parfum/2-bottle-30ml/3-extra_essence-0ml,https://leparfum.com.gr/59647-home_default/2036-gis-m.jpg,37
3504,2033-ARM EL,EL289,Elegants Fragrances,10,MAGENTA TANZANITE,"2033-ARM EL Inspired by the fragrance notes of MAGENTA TANZANITE. Fragrance warm spicy, vanilla, sweet, tobacco, cinnamon, amber, coffee.",https://leparfum.com.gr/en/elegants-fragrances/2033-arm-el#/1-choose-eau_de_parfum/2-bottle-30ml/3-extra_essence-0ml,https://leparfum.com.gr/59629-home_default/2033-arm-el.jpg,37
3503,2034-MAN EL,EL288,Elegants Fragrances,10,MELODY OF THE SUN - MANCERA,"2034-MAN EL Inspired by the fragrance notes of MELODY OF THE SUN - MANCERA. Fragrance citrus, aromatic, fruity, fresh, green, fresh spicy, floral, lavender, white floral, woody.",https://leparfum.com.gr/en/elegants-fragrances/2034-man-el#/1-choose-eau_de_parfum/2-bottle-30ml/3-extra_essence-0ml,https://leparfum.com.gr/59611-home_default/2034-man-el.jpg,37
3502,2035-HER W,WP737,Fragrances For Women,9,,"2035-HER W Inspired by the fragrance notes of EAU DE BASILIC POURPRE - HERMES. Fragrance fresh spicy, aromatic, warm spicy, herbal, green, citrus, patchouli.",https://leparfum.com.gr/en/fragrances-for-women/2035-her-w#/1-choose-eau_de_parfum/2-bottle-30ml/3-extra_essence-0ml,https://leparfum.com.gr/59593-home_default/2035-her-w.jpg,37
3501,2113-XER N,AR301,Niche Perfumes,15,Uden,"Inspired by the fragrance notes of Uden. Fragrance citrus, woody, vanilla, powdery, fresh, warm spicy, rum, coffee.",https://leparfum.com.gr/en/niche-perfumes/2113-xer-n#/1-choose-eau_de_parfum/2-bottle-30ml/3-extra_essence-0ml,https://leparfum.com.gr/59578-home_default/2113-xer-n.jpg,37
